No.,Longitude,Latitude,Climate,MAT (C),MAP(mm),Ecosystem,Restoration time (years),Soil depth (cm),Ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
2388,108.1,35.26,Temperate,9.7,561,Forest,30,15,20.96,-0.0435,0.1823,-0.2787,,0.7419,,,,,,,
2389,108.08,35.07,Temperate,9.7,579,Forest,10,5,7.89,0.2858,0.2513,,,,,,,,,,
2390,108.08,35.07,Temperate,9.7,579,Forest,20,5,7.89,0.3077,0.2605,,,,,,,,,,
2391,108.08,35.07,Temperate,9.7,579,Forest,30,5,7.89,0.3344,0.2605,,,,,,,,,,
2392,108.08,35.07,Temperate,9.7,579,Forest,10,15,7.83,-0.2902,-0.2612,,,,,,,,,,
2393,108.08,35.07,Temperate,9.7,579,Forest,20,15,7.83,-0.3368,-0.307,,,,,,,,,,
2394,108.08,35.07,Temperate,9.7,579,Forest,30,15,7.83,-0.1868,-0.3228,,,,,,,,,,
2395,108.09,35.04,Temperate,9.7,561,Forest,10,5,11.56,0.7216,0.6127,,,,,,,,,,
2396,108.09,35.04,Temperate,9.7,561,Forest,20,5,11.56,0.6026,0.567,,,,,,,,,,
2397,108.09,35.04,Temperate,9.7,561,Forest,30,5,11.56,0.8279,0.7236,,,,,,,,,,
2398,108.09,35.04,Temperate,9.7,561,Forest,10,15,11.56,0.9163,0.7959,,,,,,,,,,
2399,108.09,35.04,Temperate,9.7,561,Forest,20,15,4.44,1.0207,0.8008,,,,,,,,,,
2400,108.09,35.04,Temperate,9.7,561,Forest,30,15,4.44,0.9163,0.8008,,,,,,,,,,
2401,108.1,35.26,Temperate,9.7,561,Non-forest,5,5,21.33,0.1096,0.193,-0.0247,,-0.2796,,,,,,,
2402,108.1,35.26,Temperate,9.7,561,Non-forest,10,5,21.33,0.0566,0.803,-0.2478,,-0.4947,,,,,,,
2403,108.1,35.26,Temperate,9.7,561,Non-forest,15,5,21.33,0.2626,0.0686,-0.3463,,-1.1486,,,,,,,
2404,108.1,35.26,Temperate,9.7,561,Non-forest,20,5,21.33,0.3381,0.1327,-0.3814,,-1.411,,,,,,,
2405,108.1,35.26,Temperate,9.7,561,Non-forest,5,15,20.96,0.0604,0.2624,0.078,,0.3365,,,,,,,
2406,108.1,35.26,Temperate,9.7,561,Non-forest,10,15,20.96,-0.0552,0.429,-0.1144,,0.0488,,,,,,,
2407,108.1,35.26,Temperate,9.7,561,Non-forest,15,15,20.96,0.1943,0.1398,-0.3151,,-0.5978,,,,,,,
2408,108.1,35.26,Temperate,9.7,561,Non-forest,20,15,20.96,0.2523,0.0953,-0.3528,,-0.7985,,,,,,,
2409,109.33,38.05,Temperate,8.6,390,Non-forest,9,10,1.05,-0.0554,0,-0.0183,-0.0969,0.3384,,,,0.9383,0.0226,-0.1155,1.8971
2410,109.33,38.05,Temperate,8.6,390,Non-forest,9,35,0.5,-0.6307,-0.4811,-0.0412,-0.1176,-0.7251,,,,0.4463,-0.1747,-0.6751,0.7221
2411,109.33,38.05,Temperate,8.6,390,Non-forest,9,,0.22,-0.2511,-0.4764,0.1775,-0.0385,0,,,,-0.693,-0.2607,-0.5534,-0.069
2412,109.33,38.05,Temperate,8.6,390,Forest,9,10,1.05,0.0953,0.6308,0.2122,0.1351,-1.0178,,,,1.0736,-0.2601,0.3102,2.026
2413,109.33,38.05,Temperate,8.6,390,Forest,9,35,0.5,-0.6006,0.9541,0.332,0.2265,-1.5461,,,,-0.0646,-0.27,-0.3964,1.0788
2414,109.33,38.05,Temperate,8.6,390,Forest,9,,0.22,0.2306,1.4352,0.6577,0.234,-1.178,,,,-0.3565,-0.2089,-0.1924,0.0645
2415,109.33,38.05,Temperate,8.6,390,Forest,9,10,1.05,0.1887,0.2668,0.1516,0.1237,-0.0302,,,,0.9598,-0.1839,0.0357,2.0795
2416,109.33,38.05,Temperate,8.6,390,Forest,9,35,0.5,0.7328,-0.0884,0.1233,0.0313,-0.032,,,,0.2719,-0.1931,-0.8718,1.0986
2417,109.33,38.05,Temperate,8.6,390,Forest,9,,0.22,1.4046,0,-0.0571,0.1566,-0.0636,,,,-0.3565,-0.3154,,1.4664
2418,109.33,38.05,Temperate,8.6,390,Non-forest,9,10,1.05,0.2742,0.6931,0.0952,0.6663,0.2537,,,,0.6458,0.0946,0.9831,2.5191
2419,109.33,38.05,Temperate,8.6,390,Non-forest,9,35,0.5,0.9292,1.0328,0.01,0.5846,-0.3197,,,,0.4054,-0.2801,0.5674,2.072
2420,109.33,38.05,Temperate,8.6,390,Non-forest,9,,0.22,1.5163,1.4518,0.3482,0.3062,-0.4116,,,,0.742,0.1304,0.3001,0.1252
2421,108.73,34.9,Subtropical,10.4,540,Forest,6,10,8.35,0.0671,-0.1259,-0.0211,,,,,,,,,
2422,108.73,34.9,Subtropical,10.4,540,Forest,15,10,8.35,0.0274,-0.1382,0.08,,,,,,,,,
2423,108.73,34.9,Subtropical,10.4,540,Forest,29,10,8.35,0.0274,-0.1018,0.0206,,,,,,,,,
2424,108.73,34.9,Subtropical,10.4,540,Forest,40,10,8.35,0.0928,-0.0553,0.1542,,,,,,,,,
2425,108.73,34.9,Subtropical,10.4,540,Forest,56,10,8.35,0.0671,-0.1259,-0.0211,,,,,,,,,
2426,108.73,34.9,Subtropical,10.4,540,Non-forest,6,10,8.35,0.1239,-0.1138,0.2397,,,,,,,,,
2427,108.73,34.9,Subtropical,10.4,540,Non-forest,15,10,8.35,0.1777,-0.1018,0.1892,,,,,,,,,
2428,110.35,37.59,Temperate,10.2,513.1,Forest,,5,0.5,-0.1278,-0.0667,-0.1607,,,,,,,,,
2429,110.35,37.59,Temperate,10.2,513.1,Forest,,15,0.71,-0.0432,-0.069,-0.1292,,,,,,,,,
2430,110.36,37.59,Temperate,10.2,513.1,Forest,30,10,2.88,0.492,0.7309,,,,,,,,,,
2431,110.36,37.59,Temperate,10.2,513.1,Forest,30,30,2.56,0.2136,0.3943,,,,,,,,,,
2432,110.36,37.59,Temperate,10.2,513.1,Forest,30,50,2.71,0.0179,0.4971,,,,,,,,,,
2433,110.36,37.59,Temperate,10.2,513.1,Forest,30,70,2.41,0.1411,0.2689,,,,,,,,,,
2434,110.36,37.59,Temperate,10.2,513.1,Forest,30,90,2.27,0.2632,0.6023,,,,,,,,,,
2435,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,10,2.88,0.3941,0.737,,,,,,,,,,
2436,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,30,2.56,0.2136,0.5073,,,,,,,,,,
2437,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,50,2.71,0,0.55,,,,,,,,,,
2438,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,70,2.41,0.0396,0.2826,,,,,,,,,,
2439,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,90,2.27,0.0726,0.361,,,,,,,,,,
2440,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,10,2.88,0.3941,0.7494,,,,,,,,,,
2441,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,30,2.56,0.1981,0.3943,,,,,,,,,,
2442,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,50,2.71,0.0696,0.682,,,,,,,,,,
2443,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,70,2.41,0.1498,0.3616,,,,,,,,,,
2444,110.36,37.59,Temperate,10.2,513.1,Non-forest,20,90,2.27,0.2123,0.5904,,,,,,,,,,
2445,109.27,36.81,Temperate,8.8,507,Non-forest,3,10,3.6,-0.2162,,,,,,,,,,,
2446,109.27,36.81,Temperate,8.8,507,Non-forest,15,10,3.6,0.1054,,,,,,,,,,,
2447,109.27,36.81,Temperate,8.8,507,Non-forest,20,10,3.6,0.2487,,,,,,,,,,,
2448,109.27,36.81,Temperate,8.8,507,Non-forest,30,10,3.6,0.6162,,,,,,,,,,,
2449,109.27,36.81,Temperate,8.8,507,Non-forest,3,10,3.6,-0.0921,,,,,,,,,,,
2450,109.27,36.81,Temperate,8.8,507,Non-forest,20,10,3.6,0.4537,,,,,,,,,,,
2451,109.27,36.81,Temperate,8.8,507,Forest,13,10,3.6,0.5053,,,,,,,,,,,
2452,111.01,39.43,Temperate,7.5,400,Forest,13,10,3.42,0.3469,,,,,,,,,,,
2453,111.01,39.43,Temperate,7.5,400,Non-forest,1,10,3.42,-0.2541,,,,,,,,,,,
2454,111.01,39.43,Temperate,7.5,400,Non-forest,15,10,3.42,0.0975,,,,,,,,,,,
2455,111.01,39.43,Temperate,7.5,400,Non-forest,30,10,3.42,0.5263,,,,,,,,,,,
2456,111.01,39.43,Temperate,7.5,400,Non-forest,20,10,3.42,0.3874,,,,,,,,,,,
2457,108.13,34.82,Subtropical,10.8,605,Forest,25,10,7.22,0.6658,0.6265,0.1139,,-0.8229,,,,,,,
2458,108.13,34.82,Subtropical,10.8,605,Forest,23,10,7.22,0.3736,0.3426,0.2162,,-1.1637,,,,,,,
2459,108.13,34.82,Subtropical,10.8,605,Forest,25,10,7.22,0.1526,0.2549,0.0984,,-1.6619,,,,,,,
2460,108.13,34.82,Subtropical,10.8,605,Forest,23,10,7.22,0.3247,0.3194,-0.1286,,-1.7219,,,,,,,
2461,108.13,34.82,Subtropical,10.8,605,Forest,25,10,7.22,0.6543,0.1679,-0.1484,,-1.3686,,,,,,,
2462,108.13,34.82,Subtropical,10.8,605,Forest,25,10,7.22,-0.1253,0.451,-0.3716,,-1.5884,,,,,,,
2463,108.15,34.8,Subtropical,10.8,602,Forest,10,5,8.76,0.4921,0.4974,,,,,,,,,,
2464,108.15,34.8,Subtropical,10.8,602,Forest,20,5,8.76,0.9915,0.9074,,,,,,,,,,
2465,108.15,34.8,Subtropical,10.8,602,Forest,30,5,8.76,1.1648,1.0296,,,,,,,,,,
2466,108.15,34.8,Subtropical,10.8,602,Forest,10,15,8.7,0.0831,0.2351,,,,,,,,,,
2467,108.15,34.8,Subtropical,10.8,602,Forest,20,15,8.7,0.1542,0.254,,,,,,,,,,
2468,108.15,34.8,Subtropical,10.8,602,Forest,30,15,8.7,0.2043,0.2446,,,,,,,,,,
2469,108.13,34.82,Subtropical,10.8,605,Forest,5,10,7.22,0.1236,0.1402,-0.0902,,-0.5951,,,,,,,
2470,108.13,34.82,Subtropical,10.8,605,Forest,15,10,7.22,0.3514,0.3727,0,,-0.7591,,,,,,,
2471,108.13,34.82,Subtropical,10.8,605,Forest,25,10,7.22,0.6651,0.6265,0.1139,,-0.8229,,,,,,,
2472,108.13,34.82,Subtropical,10.8,605,Forest,35,10,7.22,0.7755,0.7557,0.1881,,-0.9531,,,,,,,
2473,108.13,34.73,Subtropical,10.8,602,Non-forest,8,5,6.05,0.0341,0.0663,0.2007,0.0042,0.0689,,,,,,,
2474,108.13,34.73,Subtropical,10.8,602,Non-forest,13,5,6.05,0.8733,0.1555,0.3416,0.0215,0.197,,,,,,,
2475,108.13,34.73,Subtropical,10.8,602,Non-forest,18,5,6.05,0.9484,0.3813,1.0479,0.0323,0.2731,,,,,,,
2476,108.13,34.73,Subtropical,10.8,602,Non-forest,8,5,6.68,0.0173,0.0504,0.121,0.0041,0.0341,,,,,,,
2477,108.13,34.73,Subtropical,10.8,602,Non-forest,13,5,6.68,0.8248,0.3381,0.4965,0.0243,0.225,,,,,,,
2478,108.13,34.73,Subtropical,10.8,602,Non-forest,18,5,6.68,0.9076,0.5143,1.1721,0.0451,0.2718,,,,,,,
2479,109.14,35.89,Temperate,9,577,Forest,10,5,11.02,0.5306,0.5486,,,,,,,,,,
2480,109.14,35.89,Temperate,9,577,Forest,20,5,11.02,0.6335,0.5596,,,,,,,,,,
2481,109.14,35.89,Temperate,9,577,Forest,30,5,11.02,0.8074,0.7447,,,,,,,,,,
2482,109.14,35.89,Temperate,9,577,Forest,10,15,5.28,0.6709,0.6745,,,,,,,,,,
2483,109.14,35.89,Temperate,9,577,Forest,20,15,5.28,0.6876,0.6745,,,,,,,,,,
2484,109.14,35.89,Temperate,9,577,Forest,30,15,5.28,0.7723,0.6838,,,,,,,,,,
2485,108.53,35.77,Temperate,7,500,Forest,15,5,12.65,0.4944,0.5661,0.0476,,0.5722,0.821,0.7012,0.1447,0.6725,0.2594,0.2189,0.6388
2486,108.53,35.77,Temperate,7,500,Forest,25,5,12.65,0.6696,0.7644,0.0969,,0.3834,1.0616,0.9163,0.3318,0.7934,0.0658,0.3344,0.7561
2487,108.53,35.77,Temperate,7,500,Forest,30,5,12.65,0.844,0.9608,0.246,,0.5608,1.2759,1.0433,0.4163,0.8957,0.0658,0.3395,0.7713
2488,108.53,35.77,Temperate,7,500,Forest,45,5,12.65,1.055,1.0321,0.1667,,0.7606,1.7292,1.5833,0.8589,0.8502,0.2743,0.2016,0.8883
2489,108.53,35.77,Temperate,7,500,Forest,70,5,12.65,1.2854,1.2657,-0.1121,,0.7045,1.8788,1.7251,0.9829,0.8929,0.4436,0.4031,1.0226
2490,109.66,37.88,Temperate,8.4,451.6,Forest,40,5,2.83,1.4756,1.1982,0.3261,,,1.4238,,,,,,
2491,109.66,37.88,Temperate,8.4,451.6,Forest,25,5,2.83,1.2854,0.9726,0.2662,,,1.2498,,,,,,
2492,109.66,37.88,Temperate,8.4,451.6,Forest,10,5,2.83,0.6881,0.5595,0.1745,,,0.6515,,,,,,
2493,109.66,37.88,Temperate,8.4,451.6,Forest,40,5,2.83,1.1252,0.8215,0.2727,,,1.3366,,,,,,
2494,109.66,37.88,Temperate,8.4,451.6,Forest,25,5,2.83,0.7082,0.5026,0,,,0.9285,,,,,,
2495,109.66,37.88,Temperate,8.4,451.6,Forest,10,5,2.83,0.2877,0.2672,0.0416,,,0.6673,,,,,,
2496,109.66,37.88,Temperate,8.4,451.6,Non-forest,40,5,2.83,1.204,0.8072,0.2026,,,1.1896,,,,,,
2497,109.66,37.88,Temperate,8.4,451.6,Non-forest,25,5,2.83,1.0574,0.656,0.1886,,,0.9834,,,,,,
2498,109.66,37.88,Temperate,8.4,451.6,Non-forest,10,5,2.83,0.6624,0.3836,0.153,,,0.4902,,,,,,
2499,109.66,37.88,Temperate,8.4,451.6,Non-forest,40,5,2.83,0.902,0.5686,0.1745,,,1.006,,,,,,
2500,109.66,37.88,Temperate,8.4,451.6,Non-forest,25,5,2.83,0.6089,0.3836,0.1493,,,0.8222,,,,,,
2501,109.66,37.88,Temperate,8.4,451.6,Non-forest,10,5,2.83,0.2412,0.2547,0.0852,,,0.4055,,,,,,
2502,108.07,34.3,Subtropical,12.9,735.1,Non-forest,5,10,11.74,-0.579,-0.4986,-0.2908,,-1.738,,,,,-0.9436,,-0.7205
2503,108.07,34.3,Subtropical,12.9,735.1,Forest,15,10,11.74,0.0981,0.6516,-0.4101,,-1.049,,,,,-0.2428,,0.8258
2504,107.93,34.56,Subtropical,12.4,600,Forest,10,5,9.05,0.4636,0.3228,,,,,,,,,,
2505,107.93,34.56,Subtropical,12.4,600,Forest,20,5,9.05,1.0726,0.8715,,,,,,,,,,
2506,107.93,34.56,Subtropical,12.4,600,Forest,30,5,9.05,1.077,0.9067,,,,,,,,,,
2507,107.93,34.56,Subtropical,12.4,600,Forest,10,15,8.24,0.0615,0,,,,,,,,,,
2508,107.93,34.56,Subtropical,12.4,600,Forest,20,15,8.24,0.2316,0.1118,,,,,,,,,,
2509,107.93,34.56,Subtropical,12.4,600,Forest,30,15,8.24,0.4513,0.3577,,,,,,,,,,
2510,109.68,36.61,Temperate,7,550,Forest,10,5,4.9,0.4461,0.47,,,,,,,,,,
2511,109.68,36.61,Temperate,7,550,Forest,20,5,4.9,0.9477,0.8671,,,,,,,,,,
2512,109.68,36.61,Temperate,7,550,Forest,30,5,4.9,1.0522,0.9933,,,,,,,,,,
2513,109.68,36.61,Temperate,7,550,Forest,10,15,4.13,0.3072,0.3118,,,,,,,,,,
2514,109.68,36.61,Temperate,7,550,Forest,20,15,4.13,0.4259,0.4136,,,,,,,,,,
2515,109.68,36.61,Temperate,7,550,Forest,30,15,4.13,0.444,0.4136,,,,,,,,,,
2516,109.77,38.2,Temperate,10,412.4,Non-forest,2,10,2.58,-0.6731,-0.1759,-0.0896,-1.0279,-0.6825,,,,,0.6412,,
2517,109.77,38.2,Temperate,10,412.4,Non-forest,4,10,2.58,-0.4043,-0.3895,-0.0896,-0.7745,-1.3428,,,,,1.1085,,
2518,109.77,38.2,Temperate,10,412.4,Non-forest,6,10,2.58,-0.278,-0.2985,-0.0588,-0.6796,-1.1844,,,,,0.3282,,
2519,109.18,36.65,Temperate,8.8,513,Non-forest,13,2.5,0.21,1.0988,,,,,,,,,,,
2520,109.18,36.65,Temperate,8.8,513,Non-forest,13,7.5,0.18,0.1542,,,,,,,,,,,
2521,109.18,36.65,Temperate,8.8,513,Non-forest,13,15,0.12,0.4055,,,,,,,,,,,
2522,109.18,36.65,Temperate,8.8,513,Non-forest,13,30,0.09,0,,,,,,,,,,,
2523,109.18,36.65,Temperate,8.8,513,Non-forest,24,2.5,0.21,2.0432,,,,,,,,,,,
2524,109.18,36.65,Temperate,8.8,513,Non-forest,24,7.5,0.18,1.7347,,,,,,,,,,,
2525,109.18,36.65,Temperate,8.8,513,Non-forest,24,15,0.12,2.1691,,,,,,,,,,,
2526,109.18,36.65,Temperate,8.8,513,Non-forest,24,30,0.09,2.2688,,,,,,,,,,,
2527,109.18,36.65,Temperate,8.8,513,Non-forest,32,2.5,,,,,,,,,,,,,
2528,109.18,36.65,Temperate,8.8,513,Non-forest,32,7.5,,,,,,,,,,,,,
2529,109.18,36.65,Temperate,8.8,513,Non-forest,32,15,0.12,2.9705,,,,,,,,,,,
2530,109.18,36.65,Temperate,8.8,513,Non-forest,32,30,0.09,2.2688,,,,,,,,,,,
2531,108.1,35.25,Temperate,9.7,579,Non-forest,6,5,7.52,0.119,0.0749,0.029,,,,,,,,,
2532,108.1,35.25,Temperate,9.7,579,Non-forest,10,5,7.42,0.3376,0.3109,0.0896,,,,,,,,,
2533,108.1,35.25,Temperate,9.7,579,Non-forest,15,5,6.85,0.4271,0.5164,0.2839,,,,,,,,,
2534,108.1,35.25,Temperate,9.7,579,Non-forest,6,15,6.29,0.2292,0.0637,0.1737,,,,,,,,,
2535,108.1,35.25,Temperate,9.7,579,Non-forest,10,15,6.66,0.1174,0.0732,0.1442,,,,,,,,,
2536,108.1,35.25,Temperate,9.7,579,Non-forest,15,15,6.4,0.1914,0.1206,0.121,,,,,,,,,
2537,109.17,36.93,Temperate,8.8,510,Non-forest,20,10,3.19,0.2387,0.47,,,,,,,,,,
2538,109.17,36.93,Temperate,8.8,510,Non-forest,30,10,3.19,0.7773,1.4231,,,,,,,,,,
2539,109.17,36.93,Temperate,8.8,510,Non-forest,40,10,3.19,1.2586,1.6771,,,,,,,,,,
2540,109.92,35.75,Temperate,8.6,611.8,Forest,15,5,12.83,0.3369,0.1625,-0.0351,,-0.1478,0.4383,0.5512,,0.3463,0.0198,0.0198,0.168
2541,109.92,35.75,Temperate,8.6,611.8,Forest,29,5,12.83,0.4603,0.2348,0.0339,,-0.1707,0.6678,1.2272,,0.5935,0.392,-0.0943,0.3555
2542,109.92,35.75,Temperate,8.6,611.8,Forest,55,5,12.83,0.4439,0.1872,-0.0174,,-0.2093,0.7655,1.3564,,0.6845,0.8755,-0.0834,0.3724
2543,118.21,35.96,Temperate,11.9,690.9,Non-forest,,10,8.68,0.1815,,,-0.0629,0.0741,,,,,,,
2544,118.21,35.96,Temperate,11.9,690.9,Forest,,10,8.68,0.176,,,-0.0895,-0.1978,,,,,,,
2545,116.56,36.93,Temperate,13.1,582,Non-forest,7,7.5,15.83,0.2914,0.4555,,,,0.1867,,,,,,
2546,113.6,39.73,Temperate,8.75,406,Forest,8,5,5.76,0.5984,0.4294,0.1577,,,,,,,,,
2547,113.6,39.73,Temperate,8.75,406,Forest,8,15,5.45,0.2107,0.2405,0.0774,,,,,,,,,
2548,113.6,39.73,Temperate,8.75,406,Forest,8,30,4.8,-0.078,-0.0992,0.0464,,,,,,,,,
2549,113.6,39.73,Temperate,8.75,406,Forest,8,50,4.15,-0.2811,-0.1321,0.062,,,,,,,,,
2550,113.6,39.73,Temperate,8.75,406,Forest,8,80,3.87,-0.0794,-0.1922,0.0663,,,,,,,,,
2551,113.65,39.78,Temperate,8.75,406,Forest,9,5,5.95,-0.193,-0.1942,-0.0871,,,,,,,,,
2552,113.65,39.78,Temperate,8.75,406,Forest,9,15,5.65,-0.3988,-0.2975,-0.1121,,,,,,,,,
2553,113.65,39.78,Temperate,8.75,406,Forest,9,30,4.93,-0.411,-0.4279,-0.0772,,,,,,,,,
2554,113.65,39.78,Temperate,8.75,406,Forest,9,50,4.38,-0.0936,-0.422,-0.0706,,,,,,,,,
2555,113.65,39.78,Temperate,8.75,406,Forest,9,80,3.7,-0.0268,-0.1146,-0.0179,,,,,,,,,
2556,113.62,40.12,Temperate,8.75,406,Forest,8,5,10,-0.0999,-0.099,0.0111,,,,,,,,,
2557,113.62,40.12,Temperate,8.75,406,Forest,8,15,8.43,-0.6218,-0.5574,-0.0697,,,,,,,,,
2558,113.62,40.12,Temperate,8.75,406,Forest,8,30,4.46,-0.0148,-0.0819,0.013,,,,,,,,,
2559,113.62,40.12,Temperate,8.75,406,Forest,8,50,3.38,0.136,-0.0412,-0.0346,,,,,,,,,
2560,113.62,40.12,Temperate,8.75,406,Forest,8,80,3.93,-0.078,-0.0372,-0.0296,,,,,,,,,
2561,113.55,40.15,Temperate,8.75,406,Forest,24,5,4.31,0.4969,0.1618,-0.0315,,,,,,,,,
2562,113.55,40.15,Temperate,8.75,406,Forest,24,15,3.74,0.4714,0.3305,-0.0809,,,,,,,,,
2563,113.55,40.15,Temperate,8.75,406,Forest,24,30,4.82,0.0333,-0.1492,-0.0894,,,,,,,,,
2564,113.55,40.15,Temperate,8.75,406,Forest,24,50,3.91,0.3779,0.0208,-0.0663,,,,,,,,,
2565,113.55,40.15,Temperate,8.75,406,Forest,24,80,4.35,0.0075,-0.0667,-0.0671,,,,,,,,,
2566,110.73,36.27,Temperate,10,575.9,Forest,,15,10.7,0.2837,-0.1293,,,,,,,,,,
2567,110.73,36.27,Temperate,10,575.9,Non-forest,,15,10.7,-0.1495,-0.5432,,,,,,,,,,
2568,110.74,36.27,Temperate,10.2,522.8,Non-forest,,5,11.73,-0.113,-0.1879,-0.6174,,,,,,,,,
2569,110.74,36.27,Temperate,10.2,522.8,Non-forest,,15,10.3,0.0311,-0.3892,-0.5108,,,,,,,,,
2570,110.74,36.27,Temperate,10.2,522.8,Non-forest,,25,9.98,0.062,-0.8958,-0.5281,,,,,,,,,
2571,110.73,36.27,Temperate,10,575.9,Forest,,15,10.7,-0.0673,-0.2731,,,,,,,,,,
2572,110.73,36.27,Temperate,10,575.9,Forest,,15,10.7,0.3068,-0.2321,,,,,,,,,,
2573,110.73,36.27,Temperate,10,575.9,Forest,,15,10.7,0.1738,-0.2031,,,,,,,,,,
2574,110.74,36.27,Temperate,10.2,522.8,Forest,,5,11.73,0.6375,-0.1305,-0.2545,,,,,,,,,
2575,110.74,36.27,Temperate,10.2,522.8,Forest,,15,10.3,0.6292,-0.2243,-0.1773,,,,,,,,,
2576,110.74,36.27,Temperate,10.2,522.8,Forest,,25,9.98,0.6177,-0.3424,-0.1823,,,,,,,,,
2577,110.74,36.27,Temperate,10.2,522.8,Forest,,5,11.73,0.7265,-0.0465,-0.3455,,,,,,,,,
2578,110.74,36.27,Temperate,10.2,522.8,Forest,,15,10.3,0.5161,-0.5139,-0.2389,,,,,,,,,
2579,110.74,36.27,Temperate,10.2,522.8,Forest,,25,9.98,0.6446,-0.2624,-0.2296,,,,,,,,,
2580,110.74,36.27,Temperate,10.2,522.8,Forest,,5,11.73,0.1284,-0.6931,-0.7998,,,,,,,,,
2581,110.74,36.27,Temperate,10.2,522.8,Forest,,15,10.3,0.5094,-0.5139,-0.948,,,,,,,,,
2582,110.74,36.27,Temperate,10.2,522.8,Forest,,25,9.98,0.4856,-0.03,-1.0245,,,,,,,,,
2583,110.74,36.27,Temperate,10.2,522.8,Forest,,5,11.73,0.9386,-0.3428,-0.7751,,,,,,,,,
2584,110.74,36.27,Temperate,10.2,522.8,Forest,,15,10.3,0.8622,-0.151,-1.3375,,,,,,,,,
2585,110.74,36.27,Temperate,10.2,522.8,Forest,,25,9.98,0.5927,-0.0737,-0.4055,,,,,,,,,
2586,112.4,36.63,Temperate,8.6,662,Non-forest,,10,15.05,0.0783,0.5006,0.0341,,,,,,,,,
2587,112.4,36.63,Temperate,8.6,662,Non-forest,,30,11.72,-0.0042,0.4603,0.0246,,,,,,,,,
2588,112.4,36.63,Temperate,8.6,662,Non-forest,,50,7.89,0.1171,0.1344,0.0158,,,,,,,,,
2589,111.24,37.73,Temperate,7.6,418.8,Forest,25,10,6.2,0.3536,0.6901,,1.0814,0.0278,,,,,,,
2590,111.23,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.1891,0.6198,,0.9359,0.0117,,,,,,,
2591,111.25,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.8803,0.9301,,1.1542,0.1318,,,,,,,
2592,111.24,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,1.2218,1.6393,,1.5911,0.2051,,,,,,,
2593,111.24,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.2697,0.7274,,1.1134,0.079,,,,,,,
2594,111.23,37.73,Temperate,7.6,418.8,Forest,25,10,6.2,0.1434,0.5263,,0.8916,0.0526,,,,,,,
2595,111.24,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.9405,0.6672,,1.2843,0.3442,,,,,,,
2596,111.23,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.1384,0.2989,,0.88,0.3051,,,,,,,
2597,111.23,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,-0.0424,0.1141,,0.7609,0.057,,,,,,,
2598,111.25,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.0536,0.3362,,0.8142,0.2753,,,,,,,
2599,111.25,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.2294,0.3931,,0.9808,0.3034,,,,,,,
2600,111.25,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.0837,0.365,,0.9346,0.5683,,,,,,,
2601,111.23,37.73,Temperate,7.6,418.8,Forest,25,10,6.2,0.0118,0.268,,0.8069,0.1562,,,,,,,
2602,111.23,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,-0.0759,0.1949,,0.7995,0.1622,,,,,,,
2603,111.23,37.73,Temperate,7.6,418.8,Forest,25,10,6.2,0.0529,0.2099,,0.8557,0.1531,,,,,,,
2604,111.24,37.73,Temperate,7.6,418.8,Forest,25,10,6.2,0.1807,0.3376,,0.9839,0.2806,,,,,,,
2605,111.24,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.891,0.6351,,1.2565,0.1582,,,,,,,
2606,111.24,37.72,Temperate,7.6,418.8,Forest,25,10,6.2,0.4675,0.5919,,1.0035,0.2165,,,,,,,
2607,111.24,37.73,Temperate,7.6,418.8,Forest,25,30,3.09,0.2015,0.5513,,1.1747,0.1546,,,,,,,
2608,111.23,37.72,Temperate,7.6,418.8,Forest,25,30,3.09,0.1576,0.5724,,0.9589,-0.0494,,,,,,,
2609,111.25,37.72,Temperate,7.6,418.8,Forest,25,30,3.09,0.2155,0.6852,,1.0913,0.1379,,,,,,,
2610,111.24,37.72,Temperate,7.6,418.8,Forest,25,30,3.09,0.4071,0.7333,,1.4025,0.3805,,,,,,,
2611,111.24,37.72,Temperate,7.6,418.8,Forest,25,30,3.09,0.2457,0.5375,,1.1525,-0.2223,,,,,,,
