No.,Longitude,Latitude,Climate,MAT (C),MAP(mm),Ecosystem,Restoration time (years),Soil depth (cm),Ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
672,109.85,39.42,Temperate,7,325,Non-forest,15,45,11.5,-0.3629,1.0986,0.2595,,,,,,,,,
673,109.85,39.42,Temperate,7,325,Non-forest,20,2.5,9.4,-2.2407,0,0.1178,,,,,,,,,
674,109.85,39.42,Temperate,7,325,Non-forest,20,7.5,8.6,0.0889,0,0.1542,,,,,,,,,
675,109.85,39.42,Temperate,7,325,Non-forest,20,15,13.1,-0.4444,-0.5108,0.3216,,,,,,,,,
676,109.85,39.42,Temperate,7,325,Non-forest,20,25,15.9,-0.7514,-0.6931,0.3463,,,,,,,,,
677,109.85,39.42,Temperate,7,325,Non-forest,20,35,15.9,-0.6381,-0.6931,0.1942,,,,,,,,,
678,109.85,39.42,Temperate,7,325,Non-forest,20,45,11.5,-0.6341,-0.6931,0.1699,,,,,,,,,
679,111.83,40.41,Temperate,5.6,417.57,Non-forest,,2.5,8.52,0.111,0.0698,-0.1422,0.0355,-0.9448,,,,,,,
680,111.83,40.41,Temperate,5.6,417.57,Non-forest,,7.5,7.72,-0.1462,0.1773,0.0046,-0.0399,-1.2875,,,,,,,
681,111.83,40.41,Temperate,5.6,417.57,Non-forest,,15,3.28,0.455,0.1542,0.0924,0.319,-0.4906,,,,,,,
682,111.83,40.41,Temperate,5.6,417.57,Non-forest,1,2.5,19.23,0.1065,,,,0.3408,,,,,,,
683,111.83,40.41,Temperate,5.6,417.57,Non-forest,1,2.5,19.23,0.016,,,,0.3119,,,,,,,
684,111.83,40.41,Temperate,5.6,417.57,Non-forest,1,2.5,19.23,0.1097,,,,0.2743,,,,,,,
685,111.83,40.41,Temperate,5.6,417.57,Non-forest,1,7.5,21.11,0.0104,,,,0.3304,,,,,,,
686,111.83,40.41,Temperate,5.6,417.57,Non-forest,1,7.5,21.11,0.0009,,,,0.61,,,,,,,
687,111.83,40.41,Temperate,5.6,417.57,Non-forest,1,7.5,21.11,-0.0834,,,,0.7179,,,,,,,
688,111.83,40.41,Temperate,5.6,417.57,Non-forest,1,15,22.71,0.0066,,,,0.6887,,,,,,,
689,111.83,40.41,Temperate,5.6,417.57,Non-forest,1,15,22.71,0.0304,,,,0.6456,,,,,,,
690,111.83,40.41,Temperate,5.6,417.57,Non-forest,1,15,22.71,-0.0182,,,,0.9819,,,,,,,
691,111.83,40.41,Temperate,5.6,417.57,Non-forest,3,2.5,8.52,-0.1614,-0.1284,-0.21,0.0183,-1.1731,,,,,,,
692,111.83,40.41,Temperate,5.6,417.57,Non-forest,5,2.5,8.52,0.0724,0.0471,-0.3342,0.4141,-1.3151,,,,,,,
693,111.83,40.41,Temperate,5.6,417.57,Non-forest,3,7.5,7.72,-0.2706,-0.2157,-0.1935,-0.5506,-1.244,,,,,,,
694,111.83,40.41,Temperate,5.6,417.57,Non-forest,5,7.5,7.72,-0.399,-0.1793,-0.1768,-0.0797,-1.3089,,,,,,,
695,111.83,40.41,Temperate,5.6,417.57,Non-forest,3,15,3.28,0.0121,-0.2336,-0.1138,-0.2884,-0.37,,,,,,,
696,111.83,40.41,Temperate,5.6,417.57,Non-forest,5,15,3.28,0.3207,0,-0.2151,-0.065,-0.3609,,,,,,,
697,119.8,30.98,Subtropical,14.9,1031,Forest,4,10,14.1,0.3087,,,,,,,,,,,
698,119.8,30.98,Subtropical,14.9,1031,Forest,5,10,12.6,0.416,,,,,,,,,,,
699,119.8,30.98,Subtropical,14.9,1031,Forest,6,10,14.1,0.3344,,,,,,,,,,,
700,119.8,30.98,Subtropical,14.9,1031,Forest,7,10,14.3,0.522,,,,,,,,,,,
701,119.8,30.98,Subtropical,14.9,1031,Forest,8,10,14.2,0.7345,,,,,,,,,,,
702,119.8,30.98,Subtropical,14.9,1031,Forest,4,30,11.8,0.5425,,,,,,,,,,,
703,119.8,30.98,Subtropical,14.9,1031,Forest,5,30,8.9,0.8047,,,,,,,,,,,
704,119.8,30.98,Subtropical,14.9,1031,Forest,6,30,10.2,0.7174,,,,,,,,,,,
705,119.8,30.98,Subtropical,14.9,1031,Forest,7,30,11.3,0.6479,,,,,,,,,,,
706,119.8,30.98,Subtropical,14.9,1031,Forest,8,30,11,0.7067,,,,,,,,,,,
707,119.8,30.98,Subtropical,14.9,1031,Forest,4,50,5,0.9858,,,,,,,,,,,
708,119.8,30.98,Subtropical,14.9,1031,Forest,5,50,4.2,1.1375,,,,,,,,,,,
709,119.8,30.98,Subtropical,14.9,1031,Forest,6,50,4.2,1.0415,,,,,,,,,,,
710,119.8,30.98,Subtropical,14.9,1031,Forest,7,50,3.8,1.2603,,,,,,,,,,,
711,119.8,30.98,Subtropical,14.9,1031,Forest,8,50,4.4,0.9432,,,,,,,,,,,
712,119.8,30.98,Subtropical,14.9,1031,Forest,4,70,3.7,0.7198,,,,,,,,,,,
713,119.8,30.98,Subtropical,14.9,1031,Forest,5,70,4.8,0.5355,,,,,,,,,,,
714,119.8,30.98,Subtropical,14.9,1031,Forest,6,70,4.1,0.5905,,,,,,,,,,,
715,119.8,30.98,Subtropical,14.9,1031,Forest,7,70,5,0.3221,,,,,,,,,,,
716,119.8,30.98,Subtropical,14.9,1031,Forest,8,70,4.1,0.7973,,,,,,,,,,,
717,118.3,39.25,Temperate,14.1,897,Forest,10,7.5,14.1,0.1075,0.069,,,,-0.7005,-0.3132,,,,,
718,118.3,39.25,Temperate,14.1,897,Forest,15,7.5,14.1,0.216,0.1468,,,,-0.8857,-0.6915,,,,,
719,118.3,39.25,Temperate,14.1,897,Forest,20,7.5,14.1,0.2442,0.2313,,,,-1.0624,-1.0607,,,,,
720,115.45,25.94,Subtropical,18.8,1400,Non-forest,,10,14.79,0.6004,0.2705,-1.0986,,,1.1299,0.9619,,,,,
721,124.23,43.32,Temperate,5.8,554,Forest,5,2.5,16.92,-0.2012,-0.1503,,,,,,,,,,
722,124.23,43.32,Temperate,5.8,554,Forest,5,7.5,15.92,-0.1224,-0.1344,,,,,,,,,,
723,124.23,43.32,Temperate,5.8,554,Forest,5,12.5,14.67,-0.14,-0.1128,,,,,,,,,,
724,124.23,43.32,Temperate,5.8,554,Forest,5,17.5,14.83,-0.1913,-0.1707,,,,,,,,,,
725,124.23,43.32,Temperate,5.8,554,Forest,5,22.5,15.25,-0.1989,-0.1731,,,,,,,,,,
726,124.23,43.32,Temperate,5.8,554,Forest,5,27.5,14.67,-0.2288,-0.052,,,,,,,,,,
727,124.23,43.32,Temperate,5.8,554,Forest,5,32.5,13.58,-0.1379,-0.1279,,,,,,,,,,
728,124.23,43.32,Temperate,5.8,554,Forest,5,37.5,12,-0.0282,-0.1705,,,,,,,,,,
729,124.23,43.32,Temperate,5.8,554,Forest,5,42.5,11.5,-0.2638,-0.3643,,,,,,,,,,
730,124.23,43.32,Temperate,5.8,554,Forest,5,47.5,10.83,-0.2928,-0.4808,,,,,,,,,,
731,124.23,43.32,Temperate,5.8,554,Forest,5,52.5,8.17,-0.6147,-0.6931,,,,,,,,,,
732,124.23,43.32,Temperate,5.8,554,Forest,5,57.5,7.75,-0.1506,-0.1759,,,,,,,,,,
733,124.23,43.32,Temperate,5.8,554,Forest,5,62.5,7.08,-0.2838,-0.2959,,,,,,,,,,
734,124.23,43.32,Temperate,5.8,554,Forest,5,67.5,6.17,-0.2097,-0.2458,,,,,,,,,,
735,124.23,43.32,Temperate,5.8,554,Forest,5,72.5,5.5,-0.1823,-0.0408,,,,,,,,,,
736,124.23,43.32,Temperate,5.8,554,Forest,5,77.5,4.83,-0.2992,-0.5428,,,,,,,,,,
737,124.23,43.32,Temperate,5.8,554,Forest,5,82.5,4.33,-0.2624,-0.3267,,,,,,,,,,
738,124.23,43.32,Temperate,5.8,554,Forest,5,87.5,4.75,-0.4595,-0.3399,,,,,,,,,,
739,124.23,43.32,Temperate,5.8,554,Forest,5,92.5,3.75,-0.2803,0.1457,,,,,,,,,,
740,124.23,43.32,Temperate,5.8,554,Forest,5,97.5,3.67,-0.4169,-0.2452,,,,,,,,,,
741,124.23,43.32,Temperate,5.8,554,Forest,5,102.5,3.08,0.0267,0.0704,,,,,,,,,,
742,124.23,43.32,Temperate,5.8,554,Forest,5,107.5,2.67,0,-0.028,,,,,,,,,,
743,124.23,43.32,Temperate,5.8,554,Forest,5,112.5,2.67,-0.1699,0,,,,,,,,,,
744,124.23,43.32,Temperate,5.8,554,Forest,5,117.5,2.33,-0.0364,-0.2718,,,,,,,,,,
745,124.23,43.32,Temperate,5.8,554,Forest,5,122.5,1.67,0.2624,0.6486,,,,,,,,,,
746,124.23,43.32,Temperate,5.8,554,Forest,5,127.5,2.75,-0.2007,-0.1625,,,,,,,,,,
747,124.23,43.32,Temperate,5.8,554,Forest,5,132.5,2.25,0,0,,,,,,,,,,
748,124.23,43.32,Temperate,5.8,554,Forest,5,137.5,2,0.2231,0.2335,,,,,,,,,,
749,124.23,43.32,Temperate,5.8,554,Forest,5,142.5,2.08,0.3365,-0.0258,,,,,,,,,,
750,124.23,43.32,Temperate,5.8,554,Forest,5,147.5,2,0.3483,0.1081,,,,,,,,,,
751,124.23,43.32,Temperate,5.8,554,Forest,5,152.5,1.83,0.4353,0.1719,,,,,,,,,,
752,124.23,43.32,Temperate,5.8,554,Forest,5,157.5,1.67,0.47,0.1495,,,,,,,,,,
753,124.13,43.33,Temperate,5.8,554,Forest,12,2.5,9.54,0.2279,0.0747,,,,,,,,,,
754,124.13,43.33,Temperate,5.8,554,Forest,12,7.5,8.93,-0.08,-0.0842,,,,,,,,,,
755,124.13,43.33,Temperate,5.8,554,Forest,12,12.5,7.4,-0.0104,0.0742,,,,,,,,,,
756,124.13,43.33,Temperate,5.8,554,Forest,12,17.5,6.64,0,-0.1624,,,,,,,,,,
757,124.13,43.33,Temperate,5.8,554,Forest,12,22.5,6.64,-0.2318,-0.2292,,,,,,,,,,
758,124.13,43.33,Temperate,5.8,554,Forest,12,27.5,6.79,-0.226,-0.2921,,,,,,,,,,
759,124.13,43.33,Temperate,5.8,554,Forest,12,32.5,6.18,-0.104,0.1098,,,,,,,,,,
760,124.13,43.33,Temperate,5.8,554,Forest,12,37.5,6.72,0,0.1727,,,,,,,,,,
761,124.13,43.33,Temperate,5.8,554,Forest,12,42.5,6.95,0.3944,0.2908,,,,,,,,,,
762,124.13,43.33,Temperate,5.8,554,Forest,12,47.5,7.48,-0.2809,0.0494,,,,,,,,,,
763,124.13,43.33,Temperate,5.8,554,Forest,12,52.5,7.1,-0.5436,-0.2787,,,,,,,,,,
764,124.13,43.33,Temperate,5.8,554,Forest,12,57.5,6.34,-0.4676,-0.1904,,,,,,,,,,
765,124.13,43.33,Temperate,5.8,554,Forest,12,62.5,5.65,-0.2097,-0.0801,,,,,,,,,,
766,124.13,43.33,Temperate,5.8,554,Forest,12,67.5,5.95,-0.0129,-0.0857,,,,,,,,,,
767,124.13,43.33,Temperate,5.8,554,Forest,12,72.5,8.02,-0.4951,-0.3273,,,,,,,,,,
768,124.13,43.33,Temperate,5.8,554,Forest,12,77.5,5.19,0.3023,0.3168,,,,,,,,,,
769,124.13,43.33,Temperate,5.8,554,Forest,12,82.5,5.73,0.2258,0.3029,,,,,,,,,,
770,124.13,43.33,Temperate,5.8,554,Forest,12,87.5,7.94,0.1005,0.1066,,,,,,,,,,
771,124.13,43.33,Temperate,5.8,554,Forest,12,92.5,8.63,0.4317,0.4476,,,,,,,,,,
772,124.13,43.33,Temperate,5.8,554,Forest,12,97.5,7.86,0.5186,0.596,,,,,,,,,,
773,124.13,43.33,Temperate,5.8,554,Forest,12,102.5,9.31,0.0788,0.2525,,,,,,,,,,
774,124.13,43.33,Temperate,5.8,554,Forest,12,107.5,13.82,-0.051,0.1622,,,,,,,,,,
775,124.13,43.33,Temperate,5.8,554,Forest,12,112.5,16.56,-0.5596,-0.3713,,,,,,,,,,
776,124.13,43.33,Temperate,5.8,554,Forest,12,117.5,14.89,-0.4608,-0.3228,,,,,,,,,,
777,124.13,43.33,Temperate,5.8,554,Forest,12,122.5,12.67,-0.3935,-0.2015,,,,,,,,,,
778,124.13,43.33,Temperate,5.8,554,Forest,12,127.5,11.91,-0.1299,0.1777,,,,,,,,,,
779,124.13,43.33,Temperate,5.8,554,Forest,12,132.5,12.21,-0.313,-0.1234,,,,,,,,,,
780,124.13,43.33,Temperate,5.8,554,Forest,12,137.5,12.21,0.1122,0.2451,,,,,,,,,,
781,124.13,43.33,Temperate,5.8,554,Forest,12,142.5,12.44,0.1427,0.2344,,,,,,,,,,
782,124.13,43.33,Temperate,5.8,554,Forest,12,147.5,10.92,0.1962,0.3335,,,,,,,,,,
783,124.13,43.33,Temperate,5.8,554,Forest,12,152.5,10.84,0.1681,0.3213,,,,,,,,,,
784,124.13,43.33,Temperate,5.8,554,Forest,12,157.5,11.6,0.1801,0.3265,,,,,,,,,,
785,124.3,43.35,Temperate,5.8,554,Forest,25,2.5,12.89,0.0774,-0.0476,,,,,,,,,,
786,124.3,43.35,Temperate,5.8,554,Forest,25,7.5,9.11,0.2117,-0.1092,,,,,,,,,,
787,124.3,43.35,Temperate,5.8,554,Forest,25,12.5,9.11,0.1223,-0.2796,,,,,,,,,,
788,124.3,43.35,Temperate,5.8,554,Forest,25,17.5,9.48,0.1316,-0.1157,,,,,,,,,,
789,124.3,43.35,Temperate,5.8,554,Forest,25,22.5,8.44,0.1236,-0.4845,,,,,,,,,,
790,124.3,43.35,Temperate,5.8,554,Forest,25,27.5,8.22,0.1108,-0.4911,,,,,,,,,,
791,124.3,43.35,Temperate,5.8,554,Forest,25,32.5,7.48,0.2132,-0.2749,,,,,,,,,,
792,124.3,43.35,Temperate,5.8,554,Forest,25,37.5,7.78,0.1167,-0.2607,,,,,,,,,,
793,124.3,43.35,Temperate,5.8,554,Forest,25,42.5,7.41,0.1044,-0.3629,,,,,,,,,,
794,124.3,43.35,Temperate,5.8,554,Forest,25,47.5,7.48,0.1034,-0.244,,,,,,,,,,
795,124.3,43.35,Temperate,5.8,554,Forest,25,52.5,7.63,0.1444,-0.1698,,,,,,,,,,
796,124.3,43.35,Temperate,5.8,554,Forest,25,57.5,7.63,0.1444,-0.0809,,,,,,,,,,
797,124.3,43.35,Temperate,5.8,554,Forest,25,62.5,7.78,-0.0488,-0.0129,,,,,,,,,,
798,124.3,43.35,Temperate,5.8,554,Forest,25,67.5,7.04,-0.0541,0,,,,,,,,,,
799,124.3,43.35,Temperate,5.8,554,Forest,25,72.5,6.67,-0.069,-0.1007,,,,,,,,,,
800,124.3,43.35,Temperate,5.8,554,Forest,25,77.5,6.07,-0.076,0.0426,,,,,,,,,,
801,124.3,43.35,Temperate,5.8,554,Forest,25,82.5,5.78,-0.094,-0.1758,,,,,,,,,,
802,124.3,43.35,Temperate,5.8,554,Forest,25,87.5,5.41,-0.042,-0.1512,,,,,,,,,,
803,124.3,43.35,Temperate,5.8,554,Forest,25,92.5,5.33,-0.1023,-0.0392,,,,,,,,,,
804,124.3,43.35,Temperate,5.8,554,Forest,25,97.5,5.26,-0.0883,-0.3137,,,,,,,,,,
805,124.3,43.35,Temperate,5.8,554,Forest,25,102.5,5.19,-0.0896,-0.3001,,,,,,,,,,
806,124.3,43.35,Temperate,5.8,554,Forest,25,107.5,4.81,-0.1139,-0.2745,,,,,,,,,,
807,124.3,43.35,Temperate,5.8,554,Forest,25,112.5,4.74,-0.1515,-0.3137,,,,,,,,,,
808,124.3,43.35,Temperate,5.8,554,Forest,25,117.5,4.81,-0.2041,-0.3001,,,,,,,,,,
809,124.3,43.35,Temperate,5.8,554,Forest,25,122.5,4.74,-0.2671,-0.2542,,,,,,,,,,
810,124.3,43.35,Temperate,5.8,554,Forest,25,127.5,4.59,-0.3205,-0.2126,,,,,,,,,,
811,124.3,43.35,Temperate,5.8,554,Forest,25,132.5,4.59,-0.277,-0.2077,,,,,,,,,,
812,124.3,43.35,Temperate,5.8,554,Forest,25,137.5,4.52,-0.3267,-0.4238,,,,,,,,,,
813,124.3,43.35,Temperate,5.8,554,Forest,25,142.5,4.37,-0.2933,-0.191,,,,,,,,,,
814,124.3,43.35,Temperate,5.8,554,Forest,25,147.5,4.07,-0.3698,-0.383,,,,,,,,,,
815,124.3,43.35,Temperate,5.8,554,Forest,25,152.5,4.07,-0.3964,-0.2295,,,,,,,,,,
816,124.3,43.35,Temperate,5.8,554,Forest,25,157.5,3.78,-0.4055,-0.2364,,,,,,,,,,
817,128.38,43.6,Temperate,2.6,631.8,Forest,33,2.5,35.81,0.3134,0.1709,,,,,,,,,,
818,128.38,43.6,Temperate,2.6,631.8,Forest,33,7.5,33.05,-0.1157,-0.0506,,,,,,,,,,
819,128.38,43.6,Temperate,2.6,631.8,Forest,33,15,19.15,0.0099,-0.0382,,,,,,,,,,
820,128.38,43.6,Temperate,2.6,631.8,Forest,33,25,11.82,0.0663,-0.174,,,,,,,,,,
821,128.38,43.6,Temperate,2.6,631.8,Forest,33,2.5,35.81,0.1031,-0.0741,,,,,,,,,,
822,128.38,43.6,Temperate,2.6,631.8,Forest,33,7.5,33.05,0.0015,-0.1477,,,,,,,,,,
823,128.38,43.6,Temperate,2.6,631.8,Forest,33,15,19.15,-0.3706,-0.616,,,,,,,,,,
824,128.38,43.6,Temperate,2.6,631.8,Forest,33,25,11.82,0.0479,-0.184,,,,,,,,,,
825,123.52,44.55,Temperate,5.9,427,Non-forest,5,5,8.14,0.3211,,,,,,,,0.7204,0.4478,0.1212,0.4016
826,123.52,44.55,Temperate,5.9,427,Non-forest,5,15,4.33,0.5408,,,,,,,,1.2561,0.1922,0.1521,0.3747
827,123.52,44.55,Temperate,5.9,427,Non-forest,1,5,8.14,0.2403,,,,,,,,0.6283,0.7894,0.0677,0.5171
828,123.52,44.55,Temperate,5.9,427,Non-forest,1,15,4.33,0.5021,,,,,,,,1.2224,0.3641,0.2174,0.4314
829,123.52,44.55,Temperate,5.9,427,Non-forest,5,5,8.14,0.2628,,,,,,,,0.735,0.1623,0.0807,0.412
830,123.52,44.55,Temperate,5.9,427,Non-forest,5,15,4.33,0.4955,,,,,,,,1.4036,0.2229,0.2345,0.1514
831,122.5,42,Temperate,7.8,563.5,Forest,10,10,,,-0.3417,-0.7985,-0.3421,-1.5986,,,,,,,
832,122.5,42,Temperate,7.8,563.5,Forest,10,30,,,-0.1603,-0.6061,-0.4129,-1.5134,,,,,,,
833,119.6,30.15,Subtropical,6.5,467,Forest,5,7.5,7.83,-0.1221,-0.1737,,,,-0.4042,-0.7173,,,,,
834,119.6,30.15,Subtropical,6.5,467,Forest,10,7.5,7.83,-0.3018,-0.5705,,,,-0.3702,-0.496,,,,,
835,119.6,30.15,Subtropical,6.5,467,Forest,15,7.5,7.83,-0.0324,-0.1737,,,,-0.1862,-0.3918,,,,,
836,119.6,30.15,Subtropical,6.5,467,Forest,20,7.5,7.83,0.411,0.2085,,,,0.0329,-0.1,,,,,
837,119.6,30.15,Subtropical,6.5,467,Forest,5,22.5,3.62,0.4291,0.3536,,,,,,,,,,
838,119.6,30.15,Subtropical,6.5,467,Forest,10,22.5,3.62,0.0192,-0.1292,,,,,,,,,,
839,119.6,30.15,Subtropical,6.5,467,Forest,15,22.5,3.62,0.2987,0.1671,,,,,,,,,,
840,119.6,30.15,Subtropical,6.5,467,Forest,20,22.5,3.62,0.0538,-0.1292,,,,,,,,,,
841,119.6,30.15,Subtropical,6.5,467,Forest,5,37.5,3.26,0.0653,-0.1018,,,,,,,,,,
842,119.6,30.15,Subtropical,6.5,467,Forest,10,37.5,3.26,-0.3146,-0.4895,,,,,,,,,,
843,119.6,30.15,Subtropical,6.5,467,Forest,15,37.5,3.26,0.0992,-0.0667,,,,,,,,,,
844,119.6,30.15,Subtropical,6.5,467,Forest,20,37.5,3.26,0.4297,0.2036,,,,,,,,,,
845,119.6,30.15,Subtropical,6.5,467,Forest,5,52.5,1.71,0.3957,0.1625,,,,,,,,,,
846,119.6,30.15,Subtropical,6.5,467,Forest,10,52.5,1.71,0.3878,0.0572,,,,,,,,,,
847,119.6,30.15,Subtropical,6.5,467,Forest,15,52.5,1.71,0.6843,0.499,,,,,,,,,,
848,119.6,30.15,Subtropical,6.5,467,Forest,20,52.5,1.71,1.0466,0.7777,,,,,,,,,,
849,119.6,30.15,Subtropical,6.5,467,Forest,5,80,3.26,-0.2301,-0.2985,,,,,,,,,,
850,119.6,30.15,Subtropical,6.5,467,Forest,10,80,3.26,-0.5665,-0.6614,,,,,,,,,,
851,119.6,30.15,Subtropical,6.5,467,Forest,15,80,3.26,-0.145,-0.2559,,,,,,,,,,
852,119.6,30.15,Subtropical,6.5,467,Forest,20,80,3.26,-0.1136,-0.3895,,,,,,,,,,
853,106.47,36.02,Temperate,6.9,420,Non-forest,,10,8.51,0.1229,0.0979,,-0.1946,-0.6424,,,,,,,
854,106.47,36.02,Temperate,6.9,420,Non-forest,,30,6.26,0.0028,-0.0114,,0.0271,-0.0114,,,,,,,
855,106.48,36.03,Temperate,7,420,Non-forest,,2.5,10.28,0.0581,-0.7691,,0.0188,-0.3581,-0.3765,0.3567,0.351,,,,
856,106.48,36.03,Temperate,7,420,Non-forest,,12.5,9.76,0.0006,-0.0513,,0.0358,-0.3456,-0.0715,0.2651,0.7994,,,,
857,106.48,36.03,Temperate,7,420,Non-forest,,30,8.03,0.032,0.1881,,0.0828,-0.33,-0.4906,-0.727,0.7392,,,,
858,106.28,36,Temperate,7,425,Forest,20,10,2.33,0.1657,-0.529,-0.3709,,-0.6371,,,,,,,
859,106.28,36,Temperate,7,425,Non-forest,20,10,2.33,-0.0173,-0.8015,-0.1851,,-0.9447,,,,,,,
860,106.47,36.02,Temperate,6.9,420,Non-forest,5,5,13.8,0.0323,-0.4476,-0.1178,,-0.1491,,,,,,,
861,106.47,36.02,Temperate,6.9,420,Non-forest,10,5,13.8,-0.0558,-0.6331,-0.1823,,-0.4916,,,,,,,
862,106.47,36.02,Temperate,6.9,420,Non-forest,15,5,13.8,0.0212,-0.6727,-0.1823,,-0.704,,,,,,,
863,106.47,36.02,Temperate,6.9,420,Non-forest,20,5,13.8,-0.0346,-1.0484,-0.1823,,-0.7669,,,,,,,
864,106.47,36.02,Temperate,6.9,420,Non-forest,5,15,13.49,0.0523,-0.5748,-0.1823,,-0.2124,,,,,,,
865,106.47,36.02,Temperate,6.9,420,Non-forest,10,15,13.49,-0.0543,-0.8028,-0.1823,,-0.6642,,,,,,,
866,106.47,36.02,Temperate,6.9,420,Non-forest,15,15,13.49,-0.0156,-0.961,-0.2513,,-0.7751,,,,,,,
867,106.47,36.02,Temperate,6.9,420,Non-forest,20,15,13.49,-0.016,-1.0198,-0.1823,,-0.7293,,,,,,,
868,106.47,36.02,Temperate,6.9,420,Non-forest,,10,8.51,-0.0241,0.0893,,0.0269,-1.1208,,,,,,,
869,106.47,36.02,Temperate,6.9,420,Non-forest,,30,6.26,0.0886,-0.1335,,0.0913,-0.3478,,,,,,,
870,106.47,36.01,Temperate,7,420,Non-forest,18,10,4.95,0.7451,1.2879,,0.7676,0.022,,,,0.5663,0.6708,0.0312,0.3862
871,106.47,36.01,Temperate,7,420,Non-forest,8,10,4.95,0.6519,0.3185,,0.6028,0.0055,,,,0.5065,0.5754,0.067,0.6064
872,106.47,36.01,Temperate,7,420,Non-forest,18,30,4.35,0.2807,0.8473,,0.7715,-0.0122,,,,-0.2831,1.1356,0.2351,0.3743
873,106.47,36.01,Temperate,7,420,Non-forest,8,30,4.35,0.2705,0.4055,,0.5711,-0.0061,,,,-0.4125,0.7872,0.2439,-0.1738
874,106.48,36.01,Temperate,7,420,Non-forest,3,2.5,10.28,0.4514,-0.5355,,0.4846,-0.8765,0.741,0.2948,0.5847,,,,
875,106.47,36.01,Temperate,7,420,Non-forest,13,2.5,10.28,0.3211,0.6747,,0.4771,-0.8268,0.4313,0.0142,0.3176,,,,
876,106.47,36.01,Temperate,7,420,Non-forest,23,2.5,10.28,0.4784,-0.3637,,0.7147,-0.0054,0.7549,0.3716,0.297,,,,
877,106.48,36.01,Temperate,7,420,Non-forest,3,12.5,9.76,0.3951,0.1823,,0.4651,-0.8703,0.9163,0.2088,0.9094,,,,
878,106.47,36.01,Temperate,7,420,Non-forest,13,12.5,9.76,0.2927,1.1314,,0.3605,-0.8308,0.5347,-0.6076,0.7837,,,,
879,106.47,36.01,Temperate,7,420,Non-forest,23,12.5,9.76,0.2394,0.0247,,0.3229,-0.4969,0.5935,-0.2187,0.7994,,,,
880,106.48,36.01,Temperate,7,420,Non-forest,3,30,8.03,0.3684,0.3939,,0.5468,-0.5496,0.3277,-0.6604,0.4956,,,,
881,106.47,36.01,Temperate,7,420,Non-forest,13,30,8.03,-0.1122,1.1325,,0.0934,-0.7797,-0.4261,-1.3535,0.1568,,,,
882,106.47,36.01,Temperate,7,420,Non-forest,23,30,8.03,-0.3823,0.0339,,-0.2367,-0.1939,-0.2809,-1.1499,0.6644,,,,
883,106.28,36,Temperate,7,425,Non-forest,20,10,2.33,0.1173,-0.6456,-0.2373,,-0.7081,,,,,,,
884,106.47,36.02,Temperate,6.9,420,Non-forest,10,5,13.8,0.1413,-0.3191,-0.2513,,-0.1139,,,,,,,
885,106.47,36.02,Temperate,6.9,420,Non-forest,20,5,13.8,0.1199,-0.768,-0.2513,,-0.5723,,,,,,,
886,106.47,36.02,Temperate,6.9,420,Non-forest,30,5,13.8,0.1806,-0.6331,-0.1823,,-0.3435,,,,,,,
887,106.47,36.02,Temperate,6.9,420,Non-forest,10,15,13.49,0.1612,-0.3343,-0.2513,,-0.7618,,,,,,,
888,106.47,36.02,Temperate,6.9,420,Non-forest,20,15,13.49,0.0916,-0.919,-0.2513,,-0.5976,,,,,,,
889,106.47,36.02,Temperate,6.9,420,Non-forest,30,15,13.49,0.1546,-0.6348,-0.1823,,-0.3883,,,,,,,
890,106.47,36.01,Temperate,6.9,419.1,Non-forest,18,10,7.66,0.4809,0.4881,,,-0.6503,,,,,,,
891,106.47,36.01,Temperate,6.9,419.1,Non-forest,18,30,6.35,0.1571,0.3171,,,0.3365,,,,,,,
892,106.47,36.01,Temperate,6.9,419.1,Non-forest,28,10,7.66,0.3039,0.5803,,,-0.7929,,,,,,,
893,106.47,36.01,Temperate,6.9,419.1,Non-forest,28,30,6.35,0.3263,0.7153,,,0.2609,,,,,,,
894,106.47,36.02,Temperate,7.1,420,Non-forest,,10,6.87,0.3003,-0.1875,,,,0.1667,,,,,,
895,107.5,37.82,Temperate,7.7,289,Non-forest,15,5,4.11,-0.1867,-0.6506,,,,,,,,,,
896,107.5,37.82,Temperate,7.7,289,Forest,15,5,4.11,-0.7103,-0.9383,,,,,,,,,,
897,107.5,37.82,Temperate,7.7,289,Non-forest,15,5,4.11,0.0097,-0.4964,,,,,,,,,,
898,106.39,36.25,Temperate,5,425,Non-forest,2,2.5,14.52,0.2721,0.2686,,0.2567,-0.6192,0.4802,0.7083,,-0.0542,0.4873,0.0794,0.3503
899,106.39,36.25,Temperate,5,425,Non-forest,5,2.5,14.52,0.4883,0.4364,,0.4019,-1.0012,0.5405,0.4176,,-0.0051,0.4924,0.0931,0.4533
900,106.39,36.25,Temperate,5,425,Non-forest,12,2.5,14.52,0.4367,0.3648,,0.2684,-0.9271,0.7488,0.7719,,0.0881,0.7817,0.1163,0.6218
901,106.39,36.25,Temperate,5,425,Non-forest,23,2.5,14.52,0.7448,0.6349,,0.5971,-0.6601,0.9463,1.0055,,0.1183,0.8695,0.1687,0.6953
