No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (¡ãC),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase,Climate
2539,243,Zhao et al. 2019a,109.17,36.93,8.8,510.0,Non-forest,40.0,10.0,3.19,1.2586,1.6771,,,,,,,,,,,Temperate
2540,244,Dang 2018,109.92,35.75,8.6,611.8,Forest,15.0,5.0,12.83,0.3369,0.1625,-0.0351,,-0.1478,0.4383,0.5512,,0.3463,0.0198,0.0198,0.168,Temperate
2541,244,Dang 2018,109.92,35.75,8.6,611.8,Forest,29.0,5.0,12.83,0.4603,0.2348,0.0339,,-0.1707,0.6678,1.2272,,0.5935,0.392,-0.0943,0.3555,Temperate
2542,244,Dang 2018,109.92,35.75,8.6,611.8,Forest,55.0,5.0,12.83,0.4439,0.1872,-0.0174,,-0.2093,0.7655,1.3564,,0.6845,0.8755,-0.0834,0.3724,Temperate
2543,245,Shan et al. 2013,118.21,35.96,11.9,690.9,Non-forest,,10.0,8.68,0.1815,,,-0.0629,0.0741,,,,,,,,Temperate
2544,246,Shan et al. 2013,118.21,35.96,11.9,690.9,Forest,,10.0,8.68,0.176,,,-0.0895,-0.1978,,,,,,,,Temperate
2545,247,Yang et al. 2006,116.56,36.93,13.1,582.0,Non-forest,7.0,7.5,15.83,0.2914,0.4555,,,,0.1867,,,,,,,Temperate
2546,248,Zeng et al. 2014,113.6,39.73,8.75,406.0,Forest,8.0,5.0,5.76,0.5984,0.4294,0.1577,,,,,,,,,,Temperate
2547,248,Zeng et al. 2014,113.6,39.73,8.75,406.0,Forest,8.0,15.0,5.45,0.2107,0.2405,0.0774,,,,,,,,,,Temperate
2548,248,Zeng et al. 2014,113.6,39.73,8.75,406.0,Forest,8.0,30.0,4.8,-0.078,-0.0992,0.0464,,,,,,,,,,Temperate
2549,248,Zeng et al. 2014,113.6,39.73,8.75,406.0,Forest,8.0,50.0,4.15,-0.2811,-0.1321,0.062,,,,,,,,,,Temperate
2550,248,Zeng et al. 2014,113.6,39.73,8.75,406.0,Forest,8.0,80.0,3.87,-0.0794,-0.1922,0.0663,,,,,,,,,,Temperate
2551,248,Zeng et al. 2014,113.65,39.78,8.75,406.0,Forest,9.0,5.0,5.95,-0.193,-0.1942,-0.0871,,,,,,,,,,Temperate
2552,248,Zeng et al. 2014,113.65,39.78,8.75,406.0,Forest,9.0,15.0,5.65,-0.3988,-0.2975,-0.1121,,,,,,,,,,Temperate
2553,248,Zeng et al. 2014,113.65,39.78,8.75,406.0,Forest,9.0,30.0,4.93,-0.411,-0.4279,-0.0772,,,,,,,,,,Temperate
2554,248,Zeng et al. 2014,113.65,39.78,8.75,406.0,Forest,9.0,50.0,4.38,-0.0936,-0.422,-0.0706,,,,,,,,,,Temperate
2555,248,Zeng et al. 2014,113.65,39.78,8.75,406.0,Forest,9.0,80.0,3.7,-0.0268,-0.1146,-0.0179,,,,,,,,,,Temperate
2556,249,Zeng et al. 2014,113.62,40.12,8.75,406.0,Forest,8.0,5.0,10.0,-0.0999,-0.099,0.0111,,,,,,,,,,Temperate
2557,249,Zeng et al. 2014,113.62,40.12,8.75,406.0,Forest,8.0,15.0,8.43,-0.6218,-0.5574,-0.0697,,,,,,,,,,Temperate
2558,249,Zeng et al. 2014,113.62,40.12,8.75,406.0,Forest,8.0,30.0,4.46,-0.0148,-0.0819,0.013,,,,,,,,,,Temperate
2559,249,Zeng et al. 2014,113.62,40.12,8.75,406.0,Forest,8.0,50.0,3.38,0.136,-0.0412,-0.0346,,,,,,,,,,Temperate
2560,249,Zeng et al. 2014,113.62,40.12,8.75,406.0,Forest,8.0,80.0,3.93,-0.078,-0.0372,-0.0296,,,,,,,,,,Temperate
2561,249,Zeng et al. 2014,113.55,40.15,8.75,406.0,Forest,24.0,5.0,4.31,0.4969,0.1618,-0.0315,,,,,,,,,,Temperate
2562,249,Zeng et al. 2014,113.55,40.15,8.75,406.0,Forest,24.0,15.0,3.74,0.4714,0.3305,-0.0809,,,,,,,,,,Temperate
2563,249,Zeng et al. 2014,113.55,40.15,8.75,406.0,Forest,24.0,30.0,4.82,0.0333,-0.1492,-0.0894,,,,,,,,,,Temperate
2564,249,Zeng et al. 2014,113.55,40.15,8.75,406.0,Forest,24.0,50.0,3.91,0.3779,0.0208,-0.0663,,,,,,,,,,Temperate
2565,249,Zeng et al. 2014,113.55,40.15,8.75,406.0,Forest,24.0,80.0,4.35,0.0075,-0.0667,-0.0671,,,,,,,,,,Temperate
2566,250,Ding et al. 2014,110.73,36.27,10.0,575.9,Forest,,15.0,10.7,0.2837,-0.1293,,,,,,,,,,,Temperate
2567,251,Ding et al. 2014,110.73,36.27,10.0,575.9,Non-forest,,15.0,10.7,-0.1495,-0.5432,,,,,,,,,,,Temperate
2568,251,Tian et al. 2015,110.74,36.27,10.2,522.8,Non-forest,,5.0,11.73,-0.113,-0.1879,-0.6174,,,,,,,,,,Temperate
2569,251,Tian et al. 2015,110.74,36.27,10.2,522.8,Non-forest,,15.0,10.3,0.0311,-0.3892,-0.5108,,,,,,,,,,Temperate
2570,251,Tian et al. 2015,110.74,36.27,10.2,522.8,Non-forest,,25.0,9.98,0.062,-0.8958,-0.5281,,,,,,,,,,Temperate
2571,252,Ding et al. 2014,110.73,36.27,10.0,575.9,Forest,,15.0,10.7,-0.0673,-0.2731,,,,,,,,,,,Temperate
2572,252,Ding et al. 2014,110.73,36.27,10.0,575.9,Forest,,15.0,10.7,0.3068,-0.2321,,,,,,,,,,,Temperate
2573,252,Ding et al. 2014,110.73,36.27,10.0,575.9,Forest,,15.0,10.7,0.1738,-0.2031,,,,,,,,,,,Temperate
2574,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,5.0,11.73,0.6375,-0.1305,-0.2545,,,,,,,,,,Temperate
2575,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,15.0,10.3,0.6292,-0.2243,-0.1773,,,,,,,,,,Temperate
2576,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,25.0,9.98,0.6177,-0.3424,-0.1823,,,,,,,,,,Temperate
2577,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,5.0,11.73,0.7265,-0.0465,-0.3455,,,,,,,,,,Temperate
2578,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,15.0,10.3,0.5161,-0.5139,-0.2389,,,,,,,,,,Temperate
2579,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,25.0,9.98,0.6446,-0.2624,-0.2296,,,,,,,,,,Temperate
2580,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,5.0,11.73,0.1284,-0.6931,-0.7998,,,,,,,,,,Temperate
2581,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,15.0,10.3,0.5094,-0.5139,-0.948,,,,,,,,,,Temperate
2582,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,25.0,9.98,0.4856,-0.03,-1.0245,,,,,,,,,,Temperate
2583,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,5.0,11.73,0.9386,-0.3428,-0.7751,,,,,,,,,,Temperate
2584,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,15.0,10.3,0.8622,-0.151,-1.3375,,,,,,,,,,Temperate
2585,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,,25.0,9.98,0.5927,-0.0737,-0.4055,,,,,,,,,,Temperate
2586,253,Wang et al. 2016,112.4,36.63,8.6,662.0,Non-forest,,10.0,15.05,0.0783,0.5006,0.0341,,,,,,,,,,Temperate
2587,253,Wang et al. 2016,112.4,36.63,8.6,662.0,Non-forest,,30.0,11.72,-0.0042,0.4603,0.0246,,,,,,,,,,Temperate
2588,253,Wang et al. 2016,112.4,36.63,8.6,662.0,Non-forest,,50.0,7.89,0.1171,0.1344,0.0158,,,,,,,,,,Temperate
2589,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,10.0,6.2,0.3536,0.6901,,1.0814,0.0278,,,,,,,,Temperate
2590,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.1891,0.6198,,0.9359,0.0117,,,,,,,,Temperate
2591,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.8803,0.9301,,1.1542,0.1318,,,,,,,,Temperate
2592,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,10.0,6.2,1.2218,1.6393,,1.5911,0.2051,,,,,,,,Temperate
2593,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.2697,0.7274,,1.1134,0.079,,,,,,,,Temperate
2594,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,10.0,6.2,0.1434,0.5263,,0.8916,0.0526,,,,,,,,Temperate
2595,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.9405,0.6672,,1.2843,0.3442,,,,,,,,Temperate
2596,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.1384,0.2989,,0.88,0.3051,,,,,,,,Temperate
2597,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,10.0,6.2,-0.0424,0.1141,,0.7609,0.057,,,,,,,,Temperate
2598,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.0536,0.3362,,0.8142,0.2753,,,,,,,,Temperate
2599,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.2294,0.3931,,0.9808,0.3034,,,,,,,,Temperate
2600,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.0837,0.365,,0.9346,0.5683,,,,,,,,Temperate
2601,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,10.0,6.2,0.0118,0.268,,0.8069,0.1562,,,,,,,,Temperate
2602,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,10.0,6.2,-0.0759,0.1949,,0.7995,0.1622,,,,,,,,Temperate
2603,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,10.0,6.2,0.0529,0.2099,,0.8557,0.1531,,,,,,,,Temperate
2604,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,10.0,6.2,0.1807,0.3376,,0.9839,0.2806,,,,,,,,Temperate
2605,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.891,0.6351,,1.2565,0.1582,,,,,,,,Temperate
2606,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,10.0,6.2,0.4675,0.5919,,1.0035,0.2165,,,,,,,,Temperate
2607,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,30.0,3.09,0.2015,0.5513,,1.1747,0.1546,,,,,,,,Temperate
2608,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.1576,0.5724,,0.9589,-0.0494,,,,,,,,Temperate
2609,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.2155,0.6852,,1.0913,0.1379,,,,,,,,Temperate
2610,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.4071,0.7333,,1.4025,0.3805,,,,,,,,Temperate
2611,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.2457,0.5375,,1.1525,-0.2223,,,,,,,,Temperate
2612,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,30.0,3.09,0.0925,0.5783,,0.9131,-0.1563,,,,,,,,Temperate
2613,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.5447,0.6812,,1.1747,0.5406,,,,,,,,Temperate
2614,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.0091,0.4997,,0.7874,0.041,,,,,,,,Temperate
2615,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.0112,0.205,,0.7404,-0.3039,,,,,,,,Temperate
2616,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.3308,0.5375,,0.6671,0.1977,,,,,,,,Temperate
2617,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.0433,0.4786,,0.8543,0.0032,,,,,,,,Temperate
2618,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.3752,0.4932,,0.8963,-0.4823,,,,,,,,Temperate
2619,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,30.0,3.09,0.17,0.3548,,0.8357,0.041,,,,,,,,Temperate
2620,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.1278,0.3877,,0.8543,-0.2064,,,,,,,,Temperate
2621,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,30.0,3.09,0.1065,0.2995,,0.8357,-0.2084,,,,,,,,Temperate
2622,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,30.0,3.09,0.2342,0.4281,,0.8874,-0.0803,,,,,,,,Temperate
2623,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.3248,0.5989,,1.1618,0.2885,,,,,,,,Temperate
2624,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,30.0,3.09,0.254,0.5328,,0.9924,0.4402,,,,,,,,Temperate
2625,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,50.0,1.57,0.5937,0.1197,,1.115,-0.0152,,,,,,,,Temperate
2626,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.6228,0.3671,,1.127,-0.1244,,,,,,,,Temperate
2627,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,50.0,1.57,-0.1503,0.3979,,1.143,0.0692,,,,,,,,Temperate
2628,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,50.0,1.57,-0.416,0.0629,,1.1681,0.4067,,,,,,,,Temperate
2629,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.6564,0.5057,,1.1907,0.0038,,,,,,,,Temperate
2630,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,50.0,1.57,0.6717,0.5716,,1.1532,-0.2915,,,,,,,,Temperate
2631,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.2788,0.4885,,1.2141,0.2492,,,,,,,,Temperate
2632,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.4844,0.396,,0.9762,0.1568,,,,,,,,Temperate
2633,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.5166,0.2152,,0.815,-0.4264,,,,,,,,Temperate
2634,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,50.0,1.57,-0.1192,-0.0345,,0.7947,0.0692,,,,,,,,Temperate
2635,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.5124,0.5392,,0.8083,0.0261,,,,,,,,Temperate
2636,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.9253,0.396,,1.0416,-0.6745,,,,,,,,Temperate
2637,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,50.0,1.57,0.6731,0.0306,,0.5825,-0.2326,,,,,,,,Temperate
2638,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.549,0.1197,,0.6888,-0.2764,,,,,,,,Temperate
2639,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,50.0,1.57,0.6119,0.3107,,0.9107,-0.3327,,,,,,,,Temperate
2640,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,50.0,1.57,0.7397,0.4388,,0.9689,-0.2045,,,,,,,,Temperate
2641,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.0004,0.319,,1.1498,0.1274,,,,,,,,Temperate
2642,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,50.0,1.57,0.3214,0.4204,,1.0177,0.3915,,,,,,,,Temperate
2643,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,70.0,1.23,0.5912,0.1665,,0.8764,-0.0329,,,,,,,,Temperate
2644,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.573,0.6503,,1.1024,-0.1335,,,,,,,,Temperate
2645,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.2828,0.5095,,1.2015,0.1301,,,,,,,,Temperate
2646,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.1365,0.2665,,1.1181,0.5191,,,,,,,,Temperate
2647,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.4325,0.6625,,1.0872,-0.0046,,,,,,,,Temperate
2648,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,70.0,1.23,0.4257,0.6503,,1.0971,-0.2105,,,,,,,,Temperate
2649,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,70.0,1.23,-0.0152,0.2561,,1.1863,0.4055,,,,,,,,Temperate
2650,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.5857,0.2742,,0.9659,0.3185,,,,,,,,Temperate
2651,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.3941,0.1694,,0.8049,-0.3713,,,,,,,,Temperate
2652,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,70.0,1.23,-0.2561,-0.1098,,1.3846,0.2595,,,,,,,,Temperate
2653,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.6535,0.5354,,1.0425,-0.5631,,,,,,,,Temperate
2654,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.6671,0.105,,1.1329,-0.5155,,,,,,,,Temperate
2655,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,70.0,1.23,0.3147,-0.0446,,0.4897,-0.6931,,,,,,,,Temperate
2656,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.8786,0.1722,,0.7022,-0.2395,,,,,,,,Temperate
2657,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,70.0,1.23,0.4896,0.2639,,0.8998,-0.2785,,,,,,,,Temperate
2658,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,70.0,1.23,0.6172,0.392,,1.1039,-0.4553,,,,,,,,Temperate
2659,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,70.0,1.23,-0.3268,0.211,,1.1314,0.3677,,,,,,,,Temperate
2660,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,70.0,1.23,0.2931,0.2994,,1.0795,0.4712,,,,,,,,Temperate
2661,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,90.0,1.17,0.1002,0.2393,,0.8961,-0.1118,,,,,,,,Temperate
2662,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,90.0,1.17,0.0761,0.4238,,1.2104,-0.1419,,,,,,,,Temperate
2663,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,90.0,1.17,0.5207,0.4087,,1.2908,0.1195,,,,,,,,Temperate
2664,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,90.0,1.17,-0.0169,0.216,,1.2856,0.7295,,,,,,,,Temperate
2665,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,90.0,1.17,0.4738,0.5498,,1.3198,-0.6266,,,,,,,,Temperate
2666,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,90.0,1.17,0.5568,0.6567,,1.2196,-0.2179,,,,,,,,Temperate
2667,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,90.0,1.17,-0.1018,0.1974,,1.2111,0.4654,,,,,,,,Temperate
2668,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,90.0,1.17,0.5514,0.1254,,0.8534,-0.1542,,,,,,,,Temperate
2669,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,90.0,1.17,0.3937,-0.0744,,0.8432,-0.5458,,,,,,,,Temperate
2670,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,90.0,1.17,-0.3978,-0.1174,,0.9817,0.3677,,,,,,,,Temperate
2671,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,90.0,1.17,0.7367,0.3252,,1.1175,-0.6879,,,,,,,,Temperate
2672,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25.0,90.0,1.17,0.493,-0.0992,,1.2018,-0.1792,,,,,,,,Temperate
2673,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,90.0,1.17,0.3904,-0.0399,,0.3911,0.0616,,,,,,,,Temperate
2674,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25.0,90.0,1.17,-0.0225,-0.5119,,0.4964,-0.0885,,,,,,,,Temperate
2675,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25.0,90.0,1.17,0.4891,0.0225,,0.9389,-0.4501,,,,,,,,Temperate
2676,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25.0,90.0,1.17,0.6169,0.1509,,1.136,-0.016,,,,,,,,Temperate
2677,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,90.0,1.17,-0.5025,0.1565,,1.2363,0.4452,,,,,,,,Temperate
2678,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25.0,90.0,1.17,0.4498,0.4918,,1.1939,0.2995,,,,,,,,Temperate
2679,254,Wang et al. 2016,112.4,36.63,8.6,662.0,Forest,15.0,10.0,15.05,0.1311,0.6411,0.1464,,,,,,,,,,Temperate
2680,254,Wang et al. 2016,112.4,36.63,8.6,662.0,Forest,15.0,30.0,11.72,0.2887,0.7682,0.1511,,,,,,,,,,Temperate
2681,254,Wang et al. 2016,112.4,36.63,8.6,662.0,Forest,15.0,50.0,7.89,0.5244,0.5166,0.0697,,,,,,,,,,Temperate
2682,254,Wang et al. 2016,112.4,36.63,8.6,662.0,Forest,38.0,10.0,15.05,0.3978,0.6015,0.1936,,,,,,,,,,Temperate
2683,254,Wang et al. 2016,112.4,36.63,8.6,662.0,Forest,38.0,30.0,11.72,0.3347,0.5652,0.2461,,,,,,,,,,Temperate
2684,254,Wang et al. 2016,112.4,36.63,8.6,662.0,Forest,38.0,50.0,7.89,0.4198,0.3983,0.1039,,,,,,,,,,Temperate
2685,255,Dong et al. 2014b,111.73,39.01,4.8,400.0,Forest,30.0,10.0,3.42,0.0787,0.0504,,,,,,,,,,,Temperate
2686,255,Dong et al. 2014b,111.73,39.01,4.8,400.0,Forest,30.0,30.0,1.65,0.4055,0.4267,,,,,,,,,,,Temperate
2687,255,Dong et al. 2014b,111.73,39.01,4.8,400.0,Forest,30.0,50.0,1.65,0.3357,0.2743,,,,,,,,,,,Temperate
2688,256,Dong et al. 2014b,111.73,39.01,4.8,400.0,Non-forest,30.0,10.0,3.42,0.3029,0.0667,,,,,,,,,,,Temperate
2689,256,Dong et al. 2014b,111.73,39.01,4.8,400.0,Non-forest,30.0,30.0,1.65,0.4925,0.6365,,,,,,,,,,,Temperate
2690,256,Dong et al. 2014b,111.73,39.01,4.8,400.0,Non-forest,30.0,50.0,1.65,0.4155,0.4969,,,,,,,,,,,Temperate
2691,257,Dong et al. 2014b,111.73,39.01,4.8,400.0,Non-forest,,10.0,3.42,0.0485,0.0339,,,,,,,,,,,Temperate
2692,257,Dong et al. 2014b,111.73,39.01,4.8,400.0,Non-forest,,30.0,1.65,0.1882,0.3361,,,,,,,,,,,Temperate
2693,257,Dong et al. 2014b,111.73,39.01,4.8,400.0,Non-forest,,50.0,1.65,0.1189,0.089,,,,,,,,,,,Temperate
2694,258,Hu 2010,111.38,39.17,8.8,426.0,Non-forest,9.0,10.0,2.28,0.1588,0.4197,-0.372,0.1401,-0.1468,,,,0.092,0.1575,0.1326,-0.1273,Temperate
2695,258,Hu 2010,111.38,39.17,8.8,426.0,Non-forest,9.0,30.0,0.95,0.8722,0.3297,0.3471,0.3488,-0.8873,,,,-1.7491,0.8708,0.1839,0.4539,Temperate
2696,258,Hu 2010,111.38,39.17,8.8,426.0,Non-forest,9.0,,0.84,0.6707,0.8344,0.4263,0.3364,-0.5608,,,,-0.6931,0.6607,0.3254,0.568,Temperate
2697,259,Hu 2010,111.38,39.17,8.8,426.0,Forest,9.0,10.0,2.28,0.1376,0.2608,0.1606,0.0864,0.0543,,,,-0.7053,0.1306,-0.1272,-0.045,Temperate
2698,259,Hu 2010,111.38,39.17,8.8,426.0,Forest,9.0,30.0,0.95,0.7126,0.2838,0.8022,0.2554,-0.2683,,,,-1.7491,0.7024,-0.0762,1.1538,Temperate
2699,259,Hu 2010,111.38,39.17,8.8,426.0,Forest,9.0,,0.84,0.4974,0.7666,0.1721,0.1398,0.1561,,,,-0.4053,0.5065,0.4055,1.4641,Temperate
2700,259,Hu 2010,111.38,39.17,8.8,426.0,Forest,9.0,10.0,2.28,0.2774,-0.3237,-0.3082,-0.2081,0.0102,,,,0.254,0.2701,-0.1974,-0.1786,Temperate
2701,259,Hu 2010,111.38,39.17,8.8,426.0,Forest,9.0,30.0,0.95,0.7777,-0.3529,0.3795,0.0096,-0.4353,,,,1.182,0.7646,-1.0278,0.8227,Temperate
2702,259,Hu 2010,111.38,39.17,8.8,426.0,Forest,9.0,,0.84,0.7577,-0.0617,-0.0643,-0.0512,0.0,,,,0.0,0.755,0.4914,0.4249,Temperate
2703,260,Hu 2010,111.38,39.17,8.8,426.0,Non-forest,9.0,10.0,2.28,0.0558,0.0315,0.0731,0.2801,0.2438,,,,-0.9531,0.0455,-0.3335,-0.4055,Temperate
2704,260,Hu 2010,111.38,39.17,8.8,426.0,Non-forest,9.0,30.0,0.95,0.3722,0.3842,0.6696,0.2015,0.0856,,,,-1.3437,0.3677,-0.2605,0.277,Temperate
2705,260,Hu 2010,111.38,39.17,8.8,426.0,Non-forest,9.0,,0.84,0.3365,0.5469,0.2839,0.1823,1.0178,,,,-0.4053,0.3545,-0.0392,0.4249,Temperate
2706,261,Zhang 2009,111.38,37.58,8.9,500.0,Non-forest,2.0,10.0,6.05,-0.0852,0.5596,-0.7588,0.0634,-0.64,,,,,,,,Temperate
2707,261,Zhang 2009,111.38,37.58,8.9,500.0,Non-forest,8.0,10.0,6.05,-0.4106,0.3788,-0.0741,-0.4454,0.0357,,,,,,,,Temperate
2708,261,Zhang 2009,111.38,37.58,8.9,500.0,Non-forest,12.0,10.0,6.05,-0.1782,-0.126,-0.1089,-0.5531,0.4353,,,,,,,,Temperate
2709,261,Zhang 2009,111.38,37.58,8.9,500.0,Non-forest,18.0,10.0,6.05,0.0498,0.1119,-0.3477,-0.1176,-2.398,,,,,,,,Temperate
2710,261,Zhang 2009,111.38,37.58,8.9,500.0,Non-forest,27.0,10.0,6.05,-0.6337,-0.2532,0.1195,-0.4558,0.9966,,,,,,,,Temperate
2711,261,Zhang 2009,111.38,37.58,8.9,500.0,Non-forest,2.0,30.0,6.23,-0.472,-0.2465,1.5454,-0.3001,0.6783,,,,,,,,Temperate
2712,261,Zhang 2009,111.38,37.58,8.9,500.0,Non-forest,8.0,30.0,6.23,-1.0598,-1.1682,0.1881,-0.9735,-1.4469,,,,,,,,Temperate
