No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (°„C),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
1018,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,30,10,2.74,0.6094,0.4046,-0.0183,0.5934,0.3426,0.5963,-0.1586,-0.0425,-0.6673,-0.2428,0.4244,1.2395
1019,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,40,10,2.74,0.8061,0.6397,-0.0561,0.8455,0.457,0.8578,0.4888,0.1163,-0.4055,0.1368,0.4625,1.33
1020,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,50,10,2.74,0.9903,0.947,-0.037,1.0077,0.4761,0.9798,0.9008,0.4246,-0.1439,0.3181,0.5347,1.3879
1021,159,Xiao et al. 2013,109.32,36.86,8.8,510,Non-forest,3,10,3,0.2675,0.1615,NA,NA,NA,0.4055,-0.1541,NA,NA,NA,NA,NA
1022,159,Xiao et al. 2013,109.32,36.86,8.8,510,Non-forest,5,10,3,0.052,-0.0178,NA,NA,NA,0.3691,0.069,NA,NA,NA,NA,NA
1023,159,Xiao et al. 2013,109.32,36.86,8.8,510,Non-forest,10,10,3,0.1014,0.0511,NA,NA,NA,0.3935,0.0953,NA,NA,NA,NA,NA
1024,159,Xiao et al. 2013,109.32,36.86,8.8,510,Non-forest,13,10,3,0.5028,0.5108,NA,NA,NA,0.6286,0.4429,NA,NA,NA,NA,NA
1025,159,Xiao et al. 2013,109.32,36.86,8.8,510,Non-forest,15,10,3,0.383,0.2608,NA,NA,NA,0.452,-0.3167,NA,NA,NA,NA,NA
1026,159,Xiao et al. 2013,109.32,36.86,8.8,510,Non-forest,20,10,3,0.6383,0.562,NA,NA,NA,1.0986,0.7073,NA,NA,NA,NA,NA
1027,159,Xiao et al. 2013,109.32,36.86,8.8,510,Non-forest,30,10,3,0.5878,0.5002,NA,NA,NA,1.2321,1.0194,NA,NA,NA,NA,NA
1028,160,Yao 2014,109.3,36.85,8.8,505.3,Non-forest,2,10,NA,NA,0.2643,0.1777,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,160,Yao 2014,109.3,36.85,8.8,505.3,Non-forest,2,10,NA,NA,0.2506,0.1178,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,161,Yao 2014,110.53,37.37,9.7,486,Non-forest,3,10,NA,NA,0.2332,0.1648,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,161,Yao 2014,110.53,37.37,9.7,486,Non-forest,3,10,NA,NA,0.3193,0.2719,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,161,Yao 2014,110.53,37.37,9.7,486,Non-forest,3,10,NA,NA,0.3395,0.2231,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,162,Min 2007,109.25,36.74,8.8,500,Non-forest,1,12.5,2.74,-0.0679,0.0395,0.018,0.0603,-0.05,NA,NA,NA,0.464,-0.7108,NA,0.9287
1034,162,Min 2007,109.25,36.74,8.8,500,Non-forest,5,12.5,2.74,0.2711,0.1257,0.0357,0.3446,0.4375,NA,NA,NA,-0.029,-0.2364,NA,0.739
1035,162,Min 2007,109.25,36.74,8.8,500,Non-forest,7,12.5,2.74,0.0735,-0.0563,0.018,0.2744,-0.1487,NA,NA,NA,0.4212,-0.9076,NA,1.0229
1036,162,Min 2007,109.25,36.74,8.8,500,Non-forest,10,12.5,2.74,0.4644,0.204,0.018,0.4628,0,NA,NA,NA,0.2948,-1.1527,NA,1.0881
1037,162,Min 2007,109.25,36.74,8.8,500,Non-forest,15,12.5,2.74,0.2383,0.124,0,0.3681,0.1951,NA,NA,NA,0.3765,-0.6091,NA,0.9531
1038,162,Min 2007,109.25,36.74,8.8,500,Non-forest,20,12.5,2.74,0.3826,0.2468,0.1198,0.778,0.5814,NA,NA,NA,0.5825,0.3996,NA,1.0881
1039,162,Min 2007,109.25,36.74,8.8,500,Non-forest,25,12.5,2.74,0.2146,0.1846,0.018,0.3581,-0.4364,NA,NA,NA,0.3633,-0.6419,NA,0.9531
1040,162,Min 2007,109.25,36.74,8.8,500,Non-forest,30,12.5,2.74,0.6104,0.4037,-0.0183,0.5926,-0.0629,NA,NA,NA,0.6139,-0.2589,NA,1.2256
1041,162,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,30,10,2.08,0.4773,-0.0479,-0.0706,0.0209,-0.079,NA,NA,NA,0.4301,-0.5819,0.2877,0.0594
1042,162,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,25,10,2.08,1.3041,-0.0479,0.3589,0.8622,0.3491,NA,NA,NA,0.8056,-0.0375,0.8797,0.9757
1043,162,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,12,10,2.08,1.3551,0.0893,-0.5653,1.0634,-0.5853,NA,NA,NA,0.8177,0.0502,0.5411,1.1451
1044,162,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,30,30,2.15,0.0679,-0.1653,-0.2231,-0.0445,-0.19,NA,NA,NA,0.0412,-0.0702,-0.7102,-0.3677
1045,162,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,25,30,2.15,0.7573,-0.0588,0.1252,0.4199,0.1431,NA,NA,NA,0.6325,0.7508,0.1566,1.0186
1046,162,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,12,30,2.15,0.7509,-0.0192,-0.3102,0.7765,-0.2624,NA,NA,NA,0.7015,0.4972,0.1121,1.5622
1047,162,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,30,50,1.89,0.1869,0,-0.1382,0.4391,-0.1361,NA,NA,NA,0.0081,-0.2666,-1.6275,-0.452
1048,162,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,25,50,1.89,0.8048,-0.2101,0.2296,0.7003,0.2268,NA,NA,NA,0.4659,0.6042,0.0855,1.0033
1049,162,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,12,50,1.89,0.8278,-0.0106,-0.1382,0.8446,-0.1361,NA,NA,NA,0.5205,-0.3536,-0.0935,1.5141
1050,162,Liu 2009a,109.25,36.72,9.3,549.1,Non-forest,NA,10,0.78,-0.1372,0.0513,0.0339,0.0586,-0.0031,NA,NA,NA,0.3773,0.0426,0.1203,0.383
1051,162,Liu 2009a,109.25,36.72,9.3,549.1,Non-forest,NA,30,0.51,-0.2183,0.1133,0.0357,0.4563,0.3642,NA,NA,NA,0.2744,0.452,0.056,0.6931
1052,162,Liu 2009a,109.25,36.72,9.3,549.1,Non-forest,NA,50,0.41,-0.3124,0.0426,-0.0741,0.1254,0.0786,NA,NA,NA,-0.2305,0.1178,0.0261,-1.6094
1053,162,Song 2010,109.22,36.75,8.8,541,Non-forest,2,10,1.14,0.2698,-0.0513,0.0813,0.2688,-0.009,NA,NA,NA,0.7108,0.6858,NA,0.754
1054,162,Song 2010,109.22,36.75,8.8,541,Non-forest,3,10,1.14,0.6357,0.2231,0,0,-0.3674,NA,NA,NA,0.6751,1.7696,NA,1.4043
1055,162,Song 2010,109.22,36.75,8.8,541,Non-forest,4,10,1.14,0.5249,0.3716,0,0.3641,-0.5009,NA,NA,NA,0.7213,1.7103,NA,1.1417
1056,162,Song 2010,109.22,36.75,8.8,541,Non-forest,5,10,1.14,0.5917,0.3365,-0.0171,0.3311,-0.2887,NA,NA,NA,0.9361,1.2698,NA,2.1356
1057,162,Song 2010,109.22,36.75,8.8,541,Non-forest,6,10,1.14,0.4534,0.3716,0,0.2024,-0.2458,NA,NA,NA,0.9637,1.2928,NA,2.5501
1058,162,Song 2010,109.22,36.75,8.8,541,Non-forest,7,10,1.14,0.5487,-0.2877,0.0496,-0.4984,-0.1581,NA,NA,NA,0.3314,0.6277,NA,1.3822
1059,162,Song 2010,109.22,36.75,8.8,541,Non-forest,8,10,1.14,0.6752,-0.2231,0.0656,-0.0879,-0.015,NA,NA,NA,0.6035,0.5734,NA,1.4124
1060,162,Song 2010,109.22,36.75,8.8,541,Non-forest,9,10,1.14,0.6829,0,0.0496,0.2024,-0.009,NA,NA,NA,0.2457,0.7399,NA,1.6297
1061,162,Song 2010,109.22,36.75,8.8,541,Non-forest,13,10,1.14,0.7305,0.1823,0.0656,0.0893,0.0775,NA,NA,NA,0.4243,0.7993,NA,1.6094
1062,162,Song 2010,109.22,36.75,8.8,541,Non-forest,15,10,1.14,1.1922,0.1398,-0.0522,0.283,0.1365,NA,NA,NA,0.8575,1.5339,NA,2.1472
1063,162,Song 2010,109.22,36.75,8.8,541,Non-forest,20,10,1.14,1.0986,0.5596,-0.0171,1.0734,0.1494,NA,NA,NA,1.0064,1.5357,NA,2.8276
1064,162,Song 2010,109.22,36.75,8.8,541,Non-forest,25,10,1.14,1.186,0.6152,-0.0345,0.6404,0.2309,NA,NA,NA,1.6691,1.5904,NA,2.9652
1065,162,Song 2010,109.22,36.75,8.8,541,Non-forest,30,10,1.14,1.1968,0.6678,-0.0345,0.7388,0.3214,NA,NA,NA,2.0281,2.1106,NA,3.0669
1066,162,Song 2010,109.22,36.75,8.8,541,Non-forest,2,30,1.08,0.1432,-0.452,0.0674,-0.1112,-0.0411,NA,NA,NA,0.4701,0.6506,NA,-0.2232
1067,162,Song 2010,109.22,36.75,8.8,541,Non-forest,3,30,1.08,0.585,-0.0462,0.0674,-0.2364,-0.3263,NA,NA,NA,0.5501,1.4854,NA,0.7884
1068,162,Song 2010,109.22,36.75,8.8,541,Non-forest,4,30,1.08,0.4954,-0.2879,-0.0509,-0.131,-0.5035,NA,NA,NA,0.5501,1.5041,NA,0.1823
1069,162,Song 2010,109.22,36.75,8.8,541,Non-forest,5,30,1.08,0.414,0.4206,0.01,-0.1929,-0.1845,NA,NA,NA,0.726,0,NA,1.2237
1070,162,Song 2010,109.22,36.75,8.8,541,Non-forest,6,30,1.08,-0.1081,0.6347,-0.0562,-0.2364,-0.1714,NA,NA,NA,1.0987,0.6506,NA,0.47
1071,162,Song 2010,109.22,36.75,8.8,541,Non-forest,7,30,1.08,0.414,-0.0708,0.1478,-0.6758,0.0289,NA,NA,NA,0.0647,0.734,NA,0.8754
1072,162,Song 2010,109.22,36.75,8.8,541,Non-forest,8,30,1.08,0.1206,-0.1463,0,-0.9076,0.0843,NA,NA,NA,0.5501,1.126,NA,0.1823
1073,162,Song 2010,109.22,36.75,8.8,541,Non-forest,9,30,1.08,0.5706,0,0.1084,0,-0.1499,NA,NA,NA,0.2877,1.3437,NA,2.2192
1074,162,Song 2010,109.22,36.75,8.8,541,Non-forest,13,30,1.08,0.4954,0.3747,0.0486,-0.1112,0.1108,NA,NA,NA,0.5501,1.4469,NA,1.526
1075,162,Song 2010,109.22,36.75,8.8,541,Non-forest,15,30,1.08,1.3063,0.359,0,0.1001,0.1896,NA,NA,NA,1.2238,1.5581,NA,2.4159
1076,162,Song 2010,109.22,36.75,8.8,541,Non-forest,20,30,1.08,0.414,0.6587,0.0438,0.9474,0.304,NA,NA,NA,0.9556,2.1595,NA,2.1747
1077,162,Song 2010,109.22,36.75,8.8,541,Non-forest,25,30,1.08,1.1807,0.6587,0.01,0.1001,0.2904,NA,NA,NA,1.9742,2.2246,NA,1.4816
1078,162,Song 2010,109.22,36.75,8.8,541,Non-forest,30,30,1.08,1.2491,0.6931,0.0197,0.2474,0.3745,NA,NA,NA,2.3483,2.584,NA,0.7884
1079,162,Song 2010,109.22,36.75,8.8,541,Non-forest,2,50,0.99,0.1541,0,0.1905,0.0299,0.0149,NA,NA,NA,0.9809,-0.2007,NA,-0.6931
1080,162,Song 2010,109.22,36.75,8.8,541,Non-forest,3,50,0.99,0.4054,-0.0865,-0.0551,-0.4055,-0.4308,NA,NA,NA,0.8472,0.9343,NA,0.4055
1081,162,Song 2010,109.22,36.75,8.8,541,Non-forest,4,50,0.99,0.4054,-2.0775,0.1064,0.3747,-0.4308,NA,NA,NA,0.5109,0.7802,NA,-0.4925
1082,162,Song 2010,109.22,36.75,8.8,541,Non-forest,5,50,0.99,0.3868,0.6285,-0.0759,0.4155,-0.0834,NA,NA,NA,1.0415,0.087,NA,0.4418
1083,162,Song 2010,109.22,36.75,8.8,541,Non-forest,6,50,0.99,0.2006,0.189,-0.0398,-0.361,-0.0566,NA,NA,NA,1.0415,0,NA,-0.4055
1084,162,Song 2010,109.22,36.75,8.8,541,Non-forest,7,50,0.99,0.1777,-0.0865,-0.0048,-0.361,0.0908,NA,NA,NA,0.6062,-0.2007,NA,0.9808
1085,162,Song 2010,109.22,36.75,8.8,541,Non-forest,8,50,0.99,0.3868,0.3183,0.1281,0.0299,0.27,NA,NA,NA,0.7732,0,NA,0.4769
1086,162,Song 2010,109.22,36.75,8.8,541,Non-forest,9,50,0.99,0.3868,0.3487,0.0477,0.4155,-0.0151,NA,NA,NA,0.8472,0.8979,NA,1.3291
1087,162,Song 2010,109.22,36.75,8.8,541,Non-forest,13,50,0.99,0.6506,0.4598,0.1152,0.3102,0.3001,NA,NA,NA,0.6062,1.6275,NA,0.7985
1088,162,Song 2010,109.22,36.75,8.8,541,Non-forest,15,50,0.99,0.8353,-0.3452,-0.0603,0.4738,0.3887,NA,NA,NA,1.504,0.087,NA,1.4917
1089,162,Song 2010,109.22,36.75,8.8,541,Non-forest,20,50,0.99,0.2006,0.7539,0.0477,0.723,0.3887,NA,NA,NA,1.0415,1.1285,NA,0.9163
1090,162,Song 2010,109.22,36.75,8.8,541,Non-forest,25,50,0.99,1.1701,0.5108,-0.1135,0.5978,0.4762,NA,NA,NA,2.2336,2.2842,NA,1.6314
1091,162,Song 2010,109.22,36.75,8.8,541,Non-forest,30,50,0.99,1.2527,0.7342,0.0932,0.8602,0.5568,NA,NA,NA,2.5257,1.7765,NA,1.0415
1092,162,Liang et al. 2014,109.25,36.78,8.8,495,Non-forest,26,10,4.2,0.9163,0.7082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,162,Liang et al. 2014,109.25,36.78,8.8,495,Non-forest,26,30,4.3,0.2992,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,162,Liang et al. 2014,109.25,36.78,8.8,495,Non-forest,26,50,3.7,0.1957,0.6499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,5,3.12,0.1459,-0.7144,-0.0356,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,15,2.08,0.122,-1.1042,0.5968,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,25,1.82,0.1043,-1.4545,-0.4518,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,35,1.7,0.0572,-1.414,-0.3128,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,45,1.65,0.0415,-0.4164,-1.0549,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,55,1.6,0.0308,0.4571,1.2564,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,65,1.58,0.0312,-0.506,0.0679,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,75,1.55,0.038,1.8862,2.1151,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,85,1.53,0.0385,0.1831,0.6464,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,95,1.5,0.0328,1.8245,1.9225,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,110,1.52,0.0324,0.4584,0.4223,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,130,1.5,0.0328,0.1311,0.6383,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,150,1.48,0.0332,1.3338,1.7357,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,170,1.47,0.0334,0.7531,1.2301,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,162,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,190,1.46,0.027,0.428,0.7342,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,162,Zhang et al. 2017a,109.27,36.77,8.8,510,Non-forest,5,10,3.39,-0.2425,-0.2796,0.0541,NA,0.2181,NA,NA,NA,NA,NA,NA,NA
1111,162,Zhang et al. 2017a,109.27,36.77,8.8,510,Non-forest,10,10,3.39,-0.1123,-0.2478,0.0364,NA,0.1066,NA,NA,NA,NA,NA,NA,NA
1112,162,Zhang et al. 2017a,109.27,36.77,8.8,510,Non-forest,15,10,3.39,0.0146,-0.1872,0,NA,-0.3216,NA,NA,NA,NA,NA,NA,NA
1113,162,Zhang et al. 2017a,109.27,36.77,8.8,510,Non-forest,20,10,3.39,0.1853,0,0.0183,NA,-0.7847,NA,NA,NA,NA,NA,NA,NA
1114,162,Zhang et al. 2017a,109.27,36.77,8.8,510,Non-forest,30,10,3.39,0.3031,0.0931,0,NA,-0.9976,NA,NA,NA,NA,NA,NA,NA
1115,163,Wang et al. 2012b,109.25,36.78,8.8,505.3,Forest,30,10,2.7,0.7817,0.5596,0.0357,1.0327,0.4463,NA,NA,NA,1.1394,0.8199,0.6759,1.335
1116,163,Wang et al. 2012b,109.25,36.78,8.8,505.3,Forest,30,10,2.7,0.9237,0.6931,0.087,0.7911,0.4055,NA,NA,NA,0.5355,0.2911,0.313,1.3863
1117,163,Wang et al. 2012b,109.25,36.78,8.8,505.3,Forest,30,10,2.7,0.863,0.5596,0.0357,0.6763,0.1178,NA,NA,NA,0.9808,0.4581,0.4743,1.5212
1118,163,Wang et al. 2012b,109.25,36.78,8.8,505.3,Forest,30,10,2.7,1.226,0.8109,0.1198,1.2271,0.5596,NA,NA,NA,0.8824,0.0654,0.4901,1.6139
1119,164,"Xue et al. 2007, Dai et al. 2008",109.25,36.78,8.8,505.3,Non-forest,30,10,2.74,0.8776,0.7452,0.0702,0.8876,0.3973,0.7372,0.294,0.4877,0.8608,-0.3547,0.2758,1.4129
1120,164,Min 2007,109.25,36.74,8.8,500,Non-forest,30,12.5,2.74,0.8818,0.7449,0.0702,0.8881,-0.0082,NA,NA,NA,0.8635,-0.3542,NA,1.3941
1121,164,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,3,2.5,8.71,-0.6042,-0.6614,NA,NA,-0.2138,-0.0351,-0.3012,0.1001,-0.3991,-0.9373,NA,-0.0851
1122,164,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,3,7.5,9.04,-0.8433,-0.885,NA,NA,-0.914,-0.6801,2.7128,-0.106,-0.6293,-1.0729,NA,-0.5985
1123,164,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,3,15,7.66,-0.7919,-0.8109,NA,NA,-1.0101,-0.4816,-1.4163,0.5671,-0.5381,-1.0214,NA,-0.7604
1124,164,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,3,30,5.71,-0.8022,-1.0986,NA,NA,NA,NA,NA,NA,-0.2696,-1.5344,NA,-1.3056
1125,164,Liang et al. 2013,109.25,36.78,8.8,492.4,Non-forest,26,10,22.6,0.6292,0.6931,NA,0.5408,NA,NA,NA,NA,NA,NA,NA,NA
1126,164,Liang et al. 2013,109.25,36.78,8.8,492.4,Non-forest,26,30,20.4,-0.0049,0.6702,NA,0.2579,NA,NA,NA,NA,NA,NA,NA,NA
1127,164,Liang et al. 2013,109.25,36.78,8.8,492.4,Non-forest,26,50,17.6,0.0499,0.619,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA
1128,164,Li et al. 2013b,109.27,36.77,8.8,505.3,Non-forest,NA,10,1.59,0.5648,0.5349,0.1198,0.0247,0.3807,0.1596,0.0328,-0.0077,0.523,-0.5465,-0.1967,NA
1129,164,Li et al. 2013b,109.27,36.77,8.8,505.3,Non-forest,NA,10,1.59,0.0705,0.4911,0.0702,-0.4907,0.3651,-0.0392,0.1542,0.0077,0.5197,-0.3795,-0.2729,NA
1130,164,Zhang et al. 2010a,109.26,36.75,8.8,549.1,Non-forest,NA,10,2.08,0.0357,NA,NA,-0.4055,-0.2263,NA,NA,NA,NA,NA,NA,NA
1131,164,Zhang et al. 2010a,109.26,36.75,8.8,549.1,Non-forest,NA,30,2.15,0.1733,NA,NA,0.0112,0.019,NA,NA,NA,NA,NA,NA,NA
1132,164,Zhang et al. 2010a,109.26,36.75,8.8,549.1,Non-forest,NA,50,1.89,0.1559,NA,NA,0.2015,-0.0561,NA,NA,NA,NA,NA,NA,NA
1133,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,1,2.5,3.76,-0.5631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,7,2.5,3.76,-0.448,0.1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,13,2.5,3.76,-0.5878,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,20,2.5,3.76,-0.448,0.2653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1137,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,30,2.5,3.76,-0.0795,0.4768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1138,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,1,7.5,3.76,0.1422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,7,7.5,3.63,0.0353,0.0483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,13,7.5,3.63,-0.5157,0.0767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,20,7.5,3.63,-0.715,0.2147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,30,7.5,3.63,-0.6304,0.2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,1,15,3.63,-0.4019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,7,15,3.63,-0.0292,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1145,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,13,15,3.42,0.0593,-0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,20,15,3.42,0.3612,0.0945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,30,15,3.42,-0.7481,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,1,25,3.42,-0.6855,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,7,25,3.42,-0.5057,-0.0773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1150,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,13,25,3.42,-0.1747,0.0485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,20,25,2.82,0.1931,0.0148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,30,25,2.82,0.2666,0.0148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,1,40,2.82,0.5909,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,7,40,2.82,-0.555,-0.3461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,13,40,2.82,-0.448,-0.3211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,20,40,2.82,-0.2877,-0.3272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,30,40,2.75,0.0282,-0.2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,1,60,2.75,0.0734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1159,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,7,60,2.75,0.3296,-0.4939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1160,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,13,60,2.75,0.6343,-0.3386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1161,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,20,60,2.75,-0.4951,-0.2556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,30,60,2.75,-0.3101,-0.2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,1,85,2.41,0.1322,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,7,85,2.41,-0.1151,-0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,13,85,2.41,0.2904,-0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,20,85,2.41,0.5217,-0.2359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,164,Deng et al. 2013,109.25,36.78,9.1,503,Non-forest,30,85,2.41,1.035,-0.1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1168,164,Wang et al. 2012b,109.25,36.78,8.8,505.3,Non-forest,30,10,2.41,-0.3023,0.6931,0.0702,0.8881,0.4055,NA,NA,NA,0.865,-0.3528,0.2748,1.4245
1169,164,Zhang et al. 2013a,109.25,36.74,8.8,510,Non-forest,30,5,3.33,1.5255,1.2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,164,Zhang et al. 2013a,109.25,36.74,8.8,510,Non-forest,30,15,2.89,1.2503,1.1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
